	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	Component_101	Component_102	Component_103	Component_104	Component_105	Component_106	Component_107	Component_108	Component_109	Component_110	Component_111	Component_112	Component_113	Component_114	Component_115	Component_116	Component_117	Component_118	Component_119	Component_120	Component_121	Component_122	Component_123	Component_124	Component_125	Component_126	Component_127	Component_128	label
GSM3068496	0.57816714	-0.82785285	0.35042396	-0.22894526	-0.40985748	0.34615624	0.47526348	0.01247745	0.54235697	-0.53803355	-0.13966063	-0.1093378	0.30526373	0.39436835	-0.1701609	-0.17037536	-0.09931386	0.5283903	-0.077039175	0.783167	0.012384847	0.18468136	-0.3578228	0.06998476	-0.7772417	0.05685803	-0.0439332	0.16540273	-1.277448	2.2822711	-0.47528994	0.6811333	-0.28148013	0.11501405	-0.07734678	-0.93106276	-0.123040885	0.46097922	-0.37045148	-0.07258912	1.014331	-0.47573897	-0.23084868	0.33565742	0.0009948153	0.495571	-1.634643	-0.6399889	0.017393893	0.085254185	3.0758743	-0.0129918335	0.62852174	0.48168835	-0.25455403	-0.1449139	1.2413915	1.3958446	-0.67232877	0.22968127	-0.44126564	0.52264833	-0.7209881	0.07453655	0.5174018	-2.0919378	0.84324354	-0.20858893	-0.2636772	-0.5265221	0.48366225	-0.6519867	-0.06996573	0.30017635	0.10108823	0.010655881	-0.12385076	-0.6301428	0.36403853	1.3347534	-0.19114985	0.45911458	-0.29206577	-0.20895949	-0.44912922	-0.30182433	0.34196913	0.6004385	0.40458	0.14576784	0.25460428	0.29087397	-2.139104	0.91617763	1.3358524	-0.68941045	0.8043288	0.16936481	0.9518167	-0.83636755	-0.38104543	0.21657181	0.025524536	0.124982744	-0.58918387	0.074482895	0.015186904	-0.7037668	0.08267917	0.18529768	-0.023292614	0.0716128	0.39715916	0.6715757	-0.07149845	-0.18854785	0.26574853	1.2031726	-0.15039325	0.22553122	-0.75051755	-0.001996903	-1.6011869	-0.6473148	0.17181	0.36870942	0.04110078	-0.017699992	0.0
GSM3068497	-0.32574588	-0.026454914	-0.60698086	-1.1008457	-0.17702776	-0.00048410022	0.45490247	0.17200932	0.606225	-0.9086969	-0.29875028	-0.05904668	-1.1211619	-0.6993278	0.40907547	0.14281672	0.0699357	0.117812485	0.074326456	-0.44110912	0.4072344	0.4881499	-0.46957323	-0.13103308	-0.3630076	0.31844863	-0.07631685	-0.7770518	-1.1462477	2.3955543	0.5261069	-0.8559121	0.16633056	-0.076538965	-0.22893812	-0.7828573	-0.12081091	-0.64348257	0.09325423	-0.039101508	1.1733879	-0.25529453	-0.2479785	0.43703017	0.40575653	-0.8605242	-2.1576111	-0.43028137	0.08050888	0.23700224	2.5289068	-0.2351762	-0.9889975	-0.7542642	-0.3039583	-0.27582803	1.6105145	1.4913292	0.8471109	-0.44403693	0.49965662	-0.46238813	-0.63297856	0.14599489	0.71870655	-2.1488626	1.1524758	-0.33813712	0.02811983	0.17433144	0.46811044	-0.6033999	-0.110932104	0.22432752	0.13278772	-0.5101996	-1.1226523	0.66946805	0.5971539	1.188325	0.011026994	-0.44467512	0.094036154	-0.19625677	0.86796564	0.471889	0.15565525	0.39809024	0.2700972	0.07422051	0.30349228	0.007156997	-1.7829037	1.0550224	1.5170852	-0.75372666	0.59065694	0.18149832	0.4265109	-0.8375718	0.51689905	-0.25450054	0.21483624	0.04448715	-0.46238756	0.21746424	0.055431504	0.57642096	0.03860253	0.40239078	0.2417406	-0.061881356	-1.3096813	-0.9872009	0.7799973	0.39065796	-0.3017527	1.3376918	0.6882403	0.37365416	-0.8491861	-0.076798	-1.6711051	-0.71854633	0.47196394	0.08214396	-0.35388663	0.089662015	0.0
GSM3068498	-0.28569442	0.46578836	-0.10708225	-0.009277373	-0.7387811	0.36116746	0.81533927	0.27107048	0.528421	-0.70415336	-0.28063262	-0.13768554	-0.30032697	-0.77398205	-0.51090044	0.10018718	-0.6347595	-0.4274112	0.02476482	-0.0978057	0.07720645	-0.00010790536	0.16770884	-0.13019803	-1.0253412	0.22867471	-0.14272648	-0.018741984	-0.8790343	2.4241126	0.1667994	0.24487826	-0.14348052	0.280928	-0.08159299	-0.8169898	-0.37574342	0.29646826	0.31562406	0.16892989	1.189338	-0.7375375	-0.20602809	0.26969162	0.006788855	-0.21104051	-1.4449576	-0.8349356	0.11848072	0.30063897	3.1530266	0.20949078	-0.6791864	-0.36308885	-0.43599677	-0.06284308	0.96661323	1.2718798	0.6226478	0.13837054	-0.53149474	-0.040247794	-0.9578015	0.46205145	0.6912478	-2.1321578	0.8852391	-0.21202561	0.035750587	0.30267456	0.49669042	-0.83390534	0.06517837	0.27304852	-0.15391065	-0.34059313	0.55415094	-0.4490593	0.4761225	1.4487172	-0.4838303	0.20525004	-0.12952	0.21227828	0.31728348	0.3623017	0.6801301	0.7672873	0.2866872	0.4603784	0.248543	0.25447378	-1.9217514	0.99912417	1.1857544	-0.43361965	0.6450889	0.06691489	1.0100155	-0.97055686	-0.3393002	-0.4719109	-0.15597452	0.20812273	-0.64852726	-0.13298082	-0.6622165	-0.22802576	0.1413775	0.032328833	0.6131124	-0.97052574	-0.2017982	0.3969513	-0.07031321	0.11571563	0.06396917	1.0589226	0.7159073	0.12596913	-0.68094444	-0.070056304	-1.6977775	-0.6349748	0.372717	0.37198997	0.4512985	0.36416295	0.0
GSM3068499	0.15999165	0.21185796	0.271285	0.8237828	-0.4108446	0.11076416	0.57103485	0.20836997	0.5484383	-0.5223905	-0.51535445	0.09592701	0.54248327	0.29256734	0.43179137	-0.37135768	1.0569344	0.35503748	0.18424924	-0.59227246	-0.05152582	0.14311345	-0.47968525	-0.4257921	-0.8777031	0.28355062	0.9333545	-0.13785377	-1.5423914	2.2098985	-0.71597207	-0.5590897	0.34924284	0.08650508	-0.092556916	-0.9072899	0.7116371	-0.45875698	-0.054617245	-0.3954667	1.3630353	-0.8488966	-0.30396348	0.18240277	-0.7052608	0.26888958	-1.4516795	-0.81997555	0.2530302	0.22264278	3.0685172	-0.25215483	0.60921085	-0.2837743	-0.26750785	-0.116136834	1.0691465	1.0946479	-1.2325221	-0.54703903	1.1886646	0.083710976	-0.30611232	0.08959326	0.6332538	-2.0284727	1.225945	-0.43888864	-0.27775243	-0.1562213	0.32498425	-0.38537034	0.10974507	-0.05411369	0.24782006	0.31032565	-0.13598756	0.70453084	0.66995126	1.6360523	0.764822	-0.3896836	-0.3765657	-0.108869895	-0.6726567	-0.40290913	0.3317695	0.75140536	0.3000014	0.3357595	0.17868242	0.2578141	-2.1335766	1.2435284	1.1347951	-1.1753639	0.55946946	0.25234452	0.8578043	-0.7130893	0.5782292	0.5443981	0.38606077	-0.32014295	-0.7838215	-0.14181663	1.0559453	0.024107922	-0.51360536	0.20527974	-0.83516467	0.7922841	0.11770129	-0.70386815	0.27156755	-0.25977877	0.7214805	0.7599488	-0.9789252	-0.28556278	-1.0804137	0.3261681	-1.4727042	-0.6735094	-0.061702397	0.24806756	0.11841606	0.13123757	0.0
GSM3068500	0.33409476	0.041951213	0.048491374	0.2575564	-0.55369043	0.32175824	0.6514836	0.42779255	0.6886992	-0.7294518	-0.41178212	0.017984783	-0.04608862	-0.3671952	-0.10547382	-0.2659248	0.011143719	0.3109973	0.010528162	0.08765997	0.35065222	0.3717264	0.39122444	0.30521795	-1.0967363	0.25620672	0.010603229	-0.1434882	-0.9613178	2.2800043	-0.38193083	-0.4788635	0.1061365	-0.018091815	0.22961809	-1.0475333	0.29780248	0.056683302	-0.21171181	-0.32540563	1.2906846	-0.50113326	-0.46516633	0.31531632	0.40154076	-0.01050194	-1.4871842	-0.94366974	0.5806741	-0.08083852	2.8254232	0.19744417	0.38466084	-0.3686478	-0.5347307	-0.076411135	0.84805316	1.0797884	-0.01322745	-0.5538121	0.1164734	0.2812174	-0.8415026	0.5947537	0.70153373	-1.7716475	0.9584541	-0.06321598	-0.13977611	0.35041103	0.80702263	-0.7958989	-0.03378572	0.2716825	-0.14435942	-0.21732953	-0.59271145	0.043344706	0.3279876	1.3218832	0.067019016	0.18167514	0.14897846	0.031232534	-0.23301232	0.1499525	0.6300256	0.85995275	0.17496412	0.49821937	0.026256124	0.4274869	-1.8082563	0.8580728	1.0299392	-0.9875039	0.7008443	0.38208565	1.2404662	-1.2208897	-0.106254354	0.050643746	0.0023112623	0.025863998	-0.6933602	0.21175303	0.051557742	-0.037245054	0.43053982	-0.15999761	0.5575209	-0.45297348	-0.2933015	0.43423867	0.59190387	0.40692955	0.080300346	0.9509353	0.45660335	-0.10227792	-0.46595684	-0.15106253	-1.8555644	-0.4391642	0.16702624	0.6919291	0.0999006	0.019363368	0.0
GSM3068501	0.41500133	-0.6537315	0.37298608	0.3531338	-0.22033313	0.2067923	0.59734875	0.22007816	0.45761502	-0.68095285	-0.29245728	0.0009807214	0.6360786	0.44780448	-0.22165188	-0.105959795	0.13594048	0.08322257	-0.01695792	0.3313	0.37158784	0.14297234	0.09428102	0.27602085	-0.74376404	0.01287077	0.20087168	0.0019581066	-1.2829012	2.3112566	-0.71378887	0.50697255	0.37496313	0.0030886016	0.045541316	-0.80033225	0.50553155	0.11062269	-0.33512813	-0.074049346	1.1207863	-0.7214092	-0.28444463	0.415884	-0.09083063	0.35741368	-1.9153132	-0.67269	0.06316367	-0.022188617	2.9394097	0.17130741	0.5689257	0.41385272	-0.36576805	-0.2253392	1.0701934	0.91936773	-0.8108284	0.25963882	-0.04741808	0.5463139	-0.5114784	0.24224995	0.6448601	-1.9383125	1.2394158	-0.40557027	-0.4543154	-0.64704895	0.45952487	-0.5329608	0.008453706	0.064032644	0.24089438	-0.19017203	0.58192676	-0.59260327	0.60356283	1.179403	-0.13865177	0.35555124	-0.047719426	0.058869302	-0.5036172	-0.12611292	0.42759517	0.6219539	0.33664325	0.22957209	0.084987424	0.2226937	-1.9328145	1.0663495	1.2264379	-0.93163526	0.7547728	0.12789272	0.672117	-0.69318074	-0.19554725	0.3721091	0.083876334	0.0876516	-0.58692	0.08437288	0.021477873	-0.024488358	-0.03270428	-0.008066019	-0.039043445	0.44817415	0.657177	0.5090456	-0.35892802	-0.17446154	0.27963564	1.0203544	-0.8546195	0.073138036	-0.85091984	0.16663992	-1.448213	-0.7029826	0.23217314	0.13994472	0.0026895585	0.16681299	0.0
GSM3068502	0.22377905	-0.3487085	0.24979284	0.22868496	-0.39736968	0.15384077	0.5922319	0.14191197	0.55308783	-0.64860475	-0.33420706	-0.053198982	0.7727156	0.358628	-0.003512068	0.050293025	0.19465457	-0.1375822	-0.11096443	0.40916705	0.3234614	0.29966524	0.05783386	-0.29180706	-0.6055381	0.13038912	0.15831314	0.4115256	-0.9594444	2.2668245	-0.4164228	0.43543303	-0.17382124	0.023941638	-0.04067976	-0.6794121	-0.11449475	0.07405861	0.09547632	0.029191911	1.0594562	-0.6969762	-0.4111576	0.62315845	-0.6233631	0.07158837	-1.6832381	-0.55145377	-0.18153238	0.18982524	2.7939296	0.041348357	0.071915306	0.24641547	-0.31888056	-0.044439316	1.2245651	1.1309637	-0.60432047	0.37549496	-0.17235795	0.36612582	-0.54274946	0.29777107	0.60853356	-2.1447666	1.22612	-0.57817787	-0.4426428	-0.40075532	0.5211468	-0.6311555	-0.11726625	0.09462233	0.23134793	0.14693844	0.60825944	-0.31600776	0.70953155	1.282537	-0.45944944	0.23749395	-0.0819419	0.08981646	-0.40496185	-0.07551044	0.32850206	0.5028178	0.31129965	0.17452188	0.19586019	0.14279157	-1.8391361	0.8731518	1.206313	-0.66609067	0.5794729	0.1557257	0.5961625	-0.75020653	-0.013071038	0.39090738	0.077979006	-0.0589886	-0.6215532	-0.031155713	-0.018560639	-0.5963744	-0.12467487	-0.20524502	-0.34854305	0.07537944	0.37074342	0.6091983	-0.3858627	-0.13303445	-0.014933824	1.1610312	-0.60118663	-0.35848752	-0.8056172	0.10777959	-1.5910712	-0.7213171	0.25379243	0.13056804	0.14662595	0.24697724	0.0
GSM3068503	0.15288264	0.17460647	-0.14333196	0.23739353	-0.63466215	0.35982388	0.7205264	0.15967046	0.42050245	-0.8124368	-0.2551475	0.021808038	0.039938234	-0.25761834	-0.52187115	0.15112841	-0.40566048	-0.09918154	-0.13642763	0.13991646	0.004548284	0.2652541	0.3910739	0.05921634	-0.7186172	0.14879912	-0.3732591	-0.042648017	-1.0870363	2.1771684	-0.34555322	0.060563494	0.46430188	0.14073274	0.16934843	-0.7414905	-0.70352817	0.124916114	-0.06194328	0.0666534	1.0840993	-0.9543063	-0.5742534	0.46129766	0.040851418	-0.0784721	-1.5806603	-0.6893125	0.35486424	0.21139261	3.0451336	0.2849889	-0.057195973	-0.4170891	-0.61817497	-0.27159637	0.86250854	0.8429882	0.3381411	0.15746742	-0.6397737	-0.06146476	-0.56644803	0.38668808	0.5837097	-1.929332	1.1747581	-0.24372025	0.022269366	0.3950659	0.60719997	-0.48815402	-0.0423082	0.09559773	-0.32539594	-0.2785015	0.552081	-0.5674325	0.46662375	1.256424	-0.46531498	0.6603034	0.15009809	0.1631042	0.21336399	0.1313168	0.50201136	0.64150363	0.2376833	0.35225266	0.2983052	0.33227703	-1.6688622	0.8581643	1.5219641	-0.76944166	0.70656335	0.25390342	0.90181184	-0.98021764	-0.028743207	-0.20487607	-0.17273118	-0.36707836	-0.66545063	0.05471511	-0.7644482	-0.34039477	0.4265346	-0.2417592	0.5553238	-0.7989213	-0.029459784	0.80532485	0.09855339	0.50284827	0.45791775	0.90238607	0.61397564	0.3326327	-0.9240266	0.25040695	-1.3159455	-0.67938966	0.19719292	0.3155893	0.20375267	0.2544388	0.0
GSM3068504	0.7569762	-1.0908267	0.40989038	-0.082656555	-0.3677374	-0.034716003	0.4340879	0.2790239	0.28376094	-0.6431507	-0.37441954	-0.004472766	0.44600898	0.7355578	0.13649389	-0.045507967	0.4930219	0.7370269	0.046264768	0.5699886	0.020250551	0.100398004	-0.4201844	0.33218843	-0.6548701	0.32603595	0.3017409	0.13889721	-1.0367811	2.4004612	-0.6098698	0.93616927	0.022139035	0.3737877	0.04436789	-0.8399376	0.11463755	0.09144238	-0.5304117	-0.24593289	1.1886259	-0.6969673	-0.21473384	0.37113616	0.17934814	0.90246046	-1.80659	-0.5472915	0.054267902	-0.043959558	2.6264372	-0.16623941	0.7077256	0.5011043	-0.29248556	-0.20817254	1.0999415	1.1134075	-1.1580712	0.08061572	0.0067755925	0.74420494	-0.5058196	-0.017639982	0.5662352	-2.2625866	1.2710912	-0.6429272	-0.48569503	-1.0237168	0.66445494	-0.56509346	-0.04385454	0.13096528	0.33956254	0.051667545	-0.4405757	-0.27717862	0.9096997	1.2785594	0.20346957	0.11268964	-0.34910142	-0.034651693	-0.7537601	-0.36753783	0.2172967	0.40253988	0.39019492	0.2165835	0.22533181	0.14843945	-2.1698632	1.1528693	1.0061258	-0.78203154	0.7012076	0.18700399	0.66727644	-0.9365403	-0.02953105	0.45973197	0.34571522	0.24032599	-0.31681502	-0.03628564	0.88633794	-0.1711075	-0.21465252	0.18550493	-0.8084591	0.61040515	0.2918729	0.4139525	-0.0062925406	-0.45168188	0.11520586	1.095032	-0.90806305	0.4425396	-1.1118945	0.014067171	-1.4018742	-0.705649	0.20899291	0.36045203	-0.14013539	0.06879743	0.0
GSM3068505	-0.119104825	0.4071385	0.06812721	0.49069086	-0.23167959	0.23273191	0.51544946	0.16008437	0.77155674	-0.85297894	-0.43731406	0.14921041	-0.1371996	0.20320289	-0.25904822	0.0132032	-0.2689239	-0.1831072	0.26713318	-0.3817274	0.24479198	0.35787427	0.18160397	-0.093982205	-0.80047613	0.2819281	-0.24928024	-0.016566312	-0.94067085	2.0190637	-0.1617696	-0.2438867	0.28817934	0.05275094	-0.15407678	-0.96626526	0.14763857	0.24403025	-0.18236738	-0.16678838	1.1254263	-0.6648552	-0.31998956	0.29347584	-0.15844247	0.059944335	-1.4944984	-0.77252597	-0.047142763	0.09099506	2.7978528	0.12149108	0.040794425	0.64575756	-0.38146478	-0.24590074	1.1676577	1.127458	0.39794618	0.14012678	-0.13771853	-1.0632571	-0.89026713	0.45423725	0.8812432	-2.3079262	0.9549793	-0.6085073	0.5218342	0.5612884	0.73378193	-0.46957195	-0.11117121	0.016029097	-0.4178892	0.33656904	0.3495345	0.101310916	0.5765115	1.2931854	0.5199201	0.42055324	0.3280625	-0.2992262	0.063030444	-0.34704247	0.62020254	0.61934894	0.48147985	0.16218245	0.09981672	0.27886963	-1.7292638	0.92496836	1.1420753	-0.6720488	0.78501534	0.36852202	0.8509877	-0.88431454	-0.10008304	-0.18455245	-0.06393352	-0.13495687	-0.7765122	0.002269791	-0.5853326	0.36628821	-0.23768385	0.3504955	0.27646732	0.0039331536	0.54317045	-0.044919204	-0.4105186	0.043722767	0.12061894	0.972488	0.54631144	-0.1306868	-0.6989974	0.023357455	-1.9211081	-0.96184766	0.23911223	0.18685217	0.07434559	0.07942325	0.0
GSM3068506	-0.10519266	0.34884754	-0.08408915	0.105740875	-0.46716556	0.12376436	0.5439759	0.2677766	0.2347832	-0.6736149	-0.70870835	-0.14007728	0.22227967	0.16427363	-0.079463236	-0.0078347605	0.26555014	-0.5108201	-0.08978927	-0.11905105	0.024919571	0.6000382	-0.27822867	-0.15380423	-0.8706131	0.21032149	0.12009945	0.75118685	-1.3565087	2.2680283	0.46970835	-0.3004234	-0.36831516	0.17548077	-0.03418945	-0.8932482	-0.07664765	-0.18994343	0.29684177	0.21950978	1.2051127	-0.9007325	-0.39579922	0.4810662	-0.74383813	-0.010662221	-1.6658787	-0.6352664	-0.11770849	0.12148411	2.7669804	0.03376156	-0.31152448	0.36696407	-0.40969238	-0.16106854	0.8232648	1.1413273	0.0031318173	0.115028426	0.26318094	-0.47391012	-0.5066344	-0.023447478	0.5430304	-2.0363424	1.1829252	-0.42270294	0.5689937	-0.22018737	0.6087461	-0.5683735	0.017518252	-0.08650833	0.260162	0.21809229	-0.21778171	0.40425372	0.7938335	1.4786247	0.28483713	-0.4012686	0.15694222	0.067304716	0.26567516	-0.3795697	0.4491027	0.58268493	0.30390534	0.12750098	0.16170548	0.070807286	-1.9852369	1.1708417	1.0173155	-0.93205214	0.67582417	0.1297135	0.7855304	-0.875322	0.48027763	0.2388516	0.33084613	0.05846868	-0.55043554	-0.039874885	-0.06859108	-0.3736176	0.056897637	-0.11045905	-0.51553124	-0.27776772	-0.14524183	-0.20678715	-0.38404417	-0.4153619	0.26529464	0.8651411	-0.08078052	-0.8353252	-1.0589406	0.1311814	-1.5496234	-0.5415885	0.032111105	0.34737432	-0.18141414	0.12605429	0.0
GSM3068507	-0.31164023	0.68948114	-0.10470148	0.27598986	-0.29697475	0.03155068	0.4306403	0.2952874	0.4261154	-0.48177123	-0.28324726	-0.0060256557	-0.40013283	-0.20353892	-0.09949871	0.036390115	-0.4729391	-0.025726037	0.062984824	-0.65756685	-0.014999025	0.3887576	0.075705215	-0.2520095	-1.0097898	-0.0023678073	-0.10571107	0.33732358	-1.0641272	1.9491441	0.75843513	-0.162217	0.062076263	-0.18654802	0.14730863	-0.9572589	-0.113171205	0.09211138	0.05343991	-0.27228135	1.2262514	-0.5872079	-0.3524572	0.3794873	0.34199315	0.06649279	-1.9415929	-0.64244056	-0.092677966	0.16086039	2.749082	0.11176762	0.052292798	-0.2606567	-0.24517311	-4.4912153e-06	1.1208167	0.98592913	0.2148251	0.027799647	0.0044782613	-0.93456286	-0.6998765	0.01019805	0.36025423	-1.9649165	1.4305342	-0.57245314	0.6917938	0.85512245	0.2798685	-0.5352567	-0.14194435	0.0069315583	-0.44794476	0.3900147	-0.080339886	0.64621776	0.62990135	1.3015511	0.6817123	-0.11181712	0.09975407	-0.35849723	0.5321099	-0.21019001	0.3181741	0.88924336	0.3183409	0.11476664	0.13497184	0.32517788	-1.7641665	0.8108338	1.1340611	-0.934283	0.5455014	0.047565248	1.0174222	-0.7876741	0.017027894	-0.44407195	-0.10147269	-0.16613698	-0.5798844	-0.20443949	-0.35473385	0.28206542	0.08060216	-0.11638405	0.14046806	-0.46564388	0.28845745	-0.2753385	0.39899096	0.28913128	0.20375283	1.1524544	0.4435457	-0.27862602	-0.8933053	0.28380805	-1.5508419	-0.89413995	0.17959471	0.36188278	0.00962243	0.034751717	0.0
GSM3068508	-0.19433302	0.31098917	0.35732841	0.736528	-0.48383233	0.16512369	0.56060636	0.105055615	0.8298198	-0.7955633	-0.30459252	-0.06610729	0.41348472	-0.12179824	-0.4268001	0.0538083	-0.28422782	-0.25479898	0.13858896	0.09576191	0.14873153	0.34905675	0.30218962	-0.34229645	-0.69600517	0.3468533	-0.47169518	0.16841316	-1.2599255	2.2783856	-0.06897196	0.29120627	-0.24160215	0.18120286	-0.14076738	-0.76936954	-0.069742285	0.6659244	0.13825338	0.0010933715	1.2908921	-0.53549886	-0.2710644	0.24334714	-0.23725697	0.0119546475	-1.8761545	-0.6763229	-0.2610735	0.0071103713	2.9222643	0.4105048	0.015468277	0.46327195	-0.20213306	-0.02659231	1.3181908	1.2280575	0.06737529	0.5384381	-0.6272541	-0.18613866	-0.68890214	0.46613696	0.6790911	-1.9641621	1.0964731	-0.27505818	0.23013517	0.24618225	0.3496803	-0.58975744	-0.14937674	0.24197415	-0.024340397	0.11520507	1.2332999	-0.3824354	0.5201039	1.5898627	-0.4981205	0.20175119	0.14237498	0.33837032	-0.25969082	0.034266137	0.46986902	0.5488004	0.4662525	0.24513704	0.3739831	0.25662583	-1.7904967	1.021409	1.4151344	-1.0342473	0.67679745	0.13444148	0.7416625	-0.8910577	-0.30854914	-0.22113931	0.26139936	-0.041367106	-0.47383705	-0.38765007	-0.8726955	-0.5869507	0.31789264	0.25969312	0.5103105	-0.2572724	0.5144577	0.6764384	-0.46944207	0.1327992	0.25987688	1.1059308	0.26463744	-0.20724382	-0.8220021	-0.22613312	-1.7458642	-0.89546645	0.14124607	0.3110563	0.07072009	0.27795446	0.0
GSM3068509	-0.35304922	0.28236997	-0.2258389	-0.109053195	-0.485722	0.23847257	0.70571494	0.1272072	0.36857522	-0.6704088	-0.3222202	-0.02816948	-0.39204696	0.17959847	-0.17065173	-0.067396544	-0.12259304	0.15691818	0.38549197	-0.53295654	0.09961233	0.049826413	0.06766981	0.07013114	-0.8918987	0.14930066	-0.06269368	0.029595664	-1.2673066	2.0857222	1.0001483	-0.26411933	0.1394047	0.16649094	-0.045111742	-0.78314805	0.28130415	-0.5591407	0.2042399	0.0826847	0.91863436	-0.7127137	-0.25241902	0.29479706	0.33355138	-0.04745469	-1.3692003	-0.63761806	-0.08577094	-0.044463363	3.2024827	-0.001928991	-0.22199096	0.21435684	-0.4072498	0.029929092	0.8507638	0.9333299	0.20303102	0.059012435	0.16005237	-1.1225648	-0.55148983	0.45498627	0.77324575	-1.8295963	1.148871	-0.50385153	0.94612145	0.20320612	0.40023968	-0.6135215	0.030645506	0.24652027	0.071049824	0.52201456	-0.6184062	0.68518686	0.67579335	0.9058943	1.0318025	-0.26949552	-0.147047	-0.23029862	0.7694056	-0.24783123	0.6962247	0.70751977	0.2614065	0.25822923	0.1890932	0.22261336	-2.0223565	0.90003175	1.2019062	-0.7430607	1.0162054	0.39478925	0.7230046	-0.8301239	0.1629706	-0.3610952	-0.08347148	-0.15837969	-0.66461736	0.056184307	-0.35474834	0.6612873	-0.13475496	0.18348373	0.28056553	-0.025069004	-0.17228767	-0.62148094	0.0961305	-0.043401785	0.09129999	1.189215	0.21212913	-0.24679902	-0.743358	0.069264874	-1.5651877	-0.9084627	0.4119483	0.30779007	0.21339953	-0.026912982	0.0
GSM3068510	0.21998705	-0.038139135	0.43609944	0.56521577	-0.42162895	0.3440313	0.776018	0.19731703	0.54163635	-0.6587538	-0.3773751	0.10679997	0.31812164	-0.11705002	-0.21776077	0.07525855	0.28795415	-0.18504156	-0.21056229	0.21543472	0.40215653	0.21911246	0.11916048	-0.3276467	-0.8903997	0.16609123	0.09401186	-0.021857724	-1.1677505	2.2107728	-0.45292702	-0.0717006	-0.1631245	0.0076872217	-0.2718439	-0.8905339	0.07092866	0.31582797	-0.01881593	-0.30227935	1.2670245	-0.9144445	-0.4454892	0.29897273	-0.5447367	0.25722075	-1.4396544	-0.79907465	0.12553303	-0.012197777	2.899074	0.49092734	0.2650727	0.25549802	-0.41174692	-0.3350213	0.9061853	0.77111995	-0.38346168	-0.0024755977	-0.053507533	0.25822031	-0.706266	0.65360105	0.988408	-2.1438198	1.323142	-0.28751278	-0.3546312	0.22430933	0.34237966	-0.62608236	-0.07644804	0.24137506	-0.09592197	-0.23138748	0.36030212	-0.40662953	0.43191117	1.177656	-0.16872717	0.3074174	-0.091215886	-0.11596142	-0.23299818	0.15990171	0.6124876	0.69052964	0.4323439	0.2550863	0.18040475	0.24629617	-1.6290653	0.8979524	1.1321923	-0.25122264	0.66958845	0.30021504	0.89866364	-0.7702001	-0.006869882	0.07325093	-0.25852346	0.22853711	-0.47123632	-0.068215705	0.16880631	-0.5173367	0.29659942	-0.3607387	0.051043715	-0.27418372	0.1568191	0.65559655	-0.08028155	-0.042194143	-0.056767385	1.0786841	-0.12800694	-0.13172866	-0.70022374	-0.15287837	-1.5270212	-0.826207	0.21983232	0.6137406	0.24616885	-0.011649853	0.0
GSM3068511	0.34619945	0.23316807	0.14947222	-0.43669406	-0.2570662	0.19874269	0.48601988	0.49903446	0.44490522	-0.67662954	-0.43825975	-0.039639454	-0.5232906	-0.5840743	-0.18294698	0.12734538	-0.36833698	0.33358088	0.04683634	-0.43865064	0.115632266	0.52278054	-0.10172781	0.23623371	-0.82524246	0.37761858	0.24974272	-0.66987234	-0.9330195	2.1238437	0.24532957	-0.08497436	0.20460428	-0.0050274236	0.04105703	-0.75874096	-0.3750924	-0.33339986	-0.14124626	-0.40803844	1.4185472	-0.85559934	-0.27152586	0.4410415	0.5913709	-0.21765436	-1.8218331	-0.342149	0.20137602	0.049441103	2.9281876	-0.17609695	-0.33083203	-1.2316759	-0.48885375	-0.049994744	0.96439177	1.2517942	0.28036612	-0.7817743	0.113578625	0.47507372	-0.35012695	0.2902743	0.73253965	-1.81236	1.1797199	-0.09251091	-0.2663261	0.5201915	0.519963	-0.58791375	0.16004679	-0.06784288	-0.43903348	-0.5282966	-0.31290862	0.052207194	0.8989157	1.7683547	-0.18084249	0.31813672	-0.16560817	0.089185156	0.38241845	0.3699892	0.25820565	0.6046966	0.35018706	0.3470288	0.1326744	0.20538852	-1.6408136	0.8309452	1.1850182	-0.99409145	0.6966702	0.23488444	0.82831126	-0.83359647	-0.44497073	-0.29877216	0.009304228	0.08301665	-0.6328168	0.04890955	-0.010059665	0.16489787	-0.06344763	0.30675477	0.046928108	-0.3580758	-0.6315712	-0.33203587	0.52274084	0.65702844	0.25016603	0.93532866	0.4271596	0.43953615	-0.95598394	-0.13688757	-1.4674643	-0.50701094	0.3663454	0.30390054	-0.21494047	0.19377694	0.0
