	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	Component_101	Component_102	Component_103	Component_104	Component_105	Component_106	Component_107	Component_108	Component_109	Component_110	Component_111	Component_112	Component_113	Component_114	Component_115	Component_116	Component_117	Component_118	Component_119	Component_120	Component_121	Component_122	Component_123	Component_124	Component_125	Component_126	Component_127	Component_128	label
GSM3068544	-0.13659948	-0.23547727	0.53899837	0.84255576	-0.21291868	0.35218555	0.5963346	0.3005163	0.5728971	-0.6293213	-0.44821304	-0.02315602	0.5213332	0.45897892	0.026690546	0.12244028	-0.05491617	-0.53557354	-0.34570405	0.039228823	0.5119897	0.35847807	0.17907813	-0.18870069	-0.9319147	0.3000277	-0.16591996	0.4865738	-1.1738311	2.3299336	-0.37233967	0.3125019	-0.20881829	-0.2814645	-0.09388585	-1.0458417	0.23185717	0.30173624	-0.07111038	0.07253901	1.3124939	-0.47176668	-0.2538552	0.47512716	-0.38948318	0.26998278	-2.139907	-0.6354085	-0.108900376	0.032767054	2.4824953	0.13400513	0.30093914	0.948124	-0.39767665	-0.2971436	1.4570311	1.1515636	-0.21382786	0.56438965	-0.3089124	-0.30328822	-0.6098342	0.4549454	0.77624756	-2.047597	1.344538	-0.19914202	0.083898775	0.18931173	0.52738297	-0.5561778	-0.15704785	0.11654092	-0.114190705	0.51157326	0.9423291	-0.05033833	0.7429414	1.2652637	-0.101388685	0.4997615	0.44622985	-0.114392795	-0.34587434	-0.1966876	0.21125929	0.6033993	0.31744993	0.27570286	0.42365944	0.10254109	-1.7575132	0.77960396	1.1348958	-0.7483293	0.75019777	0.3043585	0.78696555	-0.7782868	-0.10508113	0.10268924	-0.061618634	0.019082295	-0.58619285	-0.24225585	-0.2924226	-0.053609643	0.09262133	0.44789374	0.23830895	0.24327765	1.205343	0.5669674	-0.55863255	-0.23089935	0.20496853	1.265759	-0.04108173	-0.38411066	-0.7142095	-0.15328667	-1.819012	-0.851585	0.27860335	0.13473137	-0.10411841	0.3070542	0.0
GSM3068545	-0.8083988	0.79019666	-0.6260173	-0.5085411	-0.44273353	0.023797672	0.7604759	0.34107393	0.5449902	-0.9998118	-0.28525704	-0.10991957	-0.6123805	-0.24575298	0.22231758	-0.060443405	-0.19728048	-0.04301115	0.36611664	-0.34024242	0.60221064	0.14276147	-0.16347559	-0.2902283	-0.5622186	0.30864486	-0.2597441	0.02094647	-1.1633583	2.3900547	0.94093466	-0.68497294	-0.22641425	0.23953903	-0.088537805	-0.7592751	0.11555997	-0.40149763	0.48224977	0.5479097	1.0168298	-0.45520937	-0.38609642	0.4559228	-0.021091623	-0.85718226	-1.9968936	-0.62525	-0.35429367	0.25478977	2.783593	-0.16180083	-0.9243753	0.1749557	-0.09793738	-0.14937803	1.2401667	0.91326696	0.8970988	0.029742263	0.18321078	-1.4319261	-0.6189517	0.327282	0.6007429	-2.007686	1.1639863	-0.5471078	1.1831671	-0.11896741	0.43575412	-0.5274725	-0.22687574	0.23209903	0.361905	0.49119037	-0.6855914	0.77864414	0.67158455	1.0144074	0.37905028	-0.52317774	0.14092153	0.028915377	0.9829604	-0.014023788	0.43353927	0.53771716	-0.033540417	0.20565782	0.17374526	0.31485328	-1.772742	0.98145777	1.1721492	-0.5760062	0.8214869	0.1072649	0.69125915	-0.8092055	0.43872482	-0.4161498	0.06410331	-0.047642764	-0.20181532	0.11477786	-0.6913717	0.30528995	0.078653924	0.039232787	0.38924626	-0.20914815	-0.4741857	-0.7178582	-0.14595623	0.21804771	-0.13174878	1.351465	0.40590554	-0.884571	-0.8281724	0.099024564	-1.6174796	-0.4857872	0.48088956	0.21989708	0.078717925	0.15796566	0.0
GSM3068546	0.25757477	-0.09921436	-0.23543148	-0.28445542	-0.51526326	0.3587562	0.31356168	0.33306095	0.24917045	-0.40921348	-0.39934397	-0.07422567	-0.62794346	-0.7173789	-0.14300482	0.026277855	-0.41049227	0.07119718	0.07056843	0.5034399	-0.15675224	0.2881937	0.03717678	0.5622315	-0.77539676	-0.1320581	-0.21783295	-0.631789	-1.4808959	2.045957	-0.13000566	0.3362607	0.27042255	0.066457264	-0.12176468	-0.96831524	-0.056708496	0.20547557	-0.28553143	-0.31416428	1.6066158	-1.0192747	-0.52832526	0.25770697	0.67540735	-0.10444659	-1.7627138	-0.8223659	0.493746	0.11321575	2.9433944	0.008354439	-0.10073527	-0.8276819	-0.20918137	-0.11981109	1.0371389	1.387633	0.8072335	-0.3563833	-0.28166726	0.76020485	-0.32065824	0.045026008	0.34464324	-1.908589	1.0590702	-0.24675067	-0.68932736	0.5842835	0.4393372	-0.55866647	-0.13383248	0.07929588	-0.19455382	-0.86499345	0.022623455	-0.59789824	0.72185636	1.0110013	-0.48840594	-0.10000197	-0.07707665	0.15086365	0.49984828	0.57005125	0.32008561	0.35454592	0.09144071	0.08453959	-0.0042872373	0.28645435	-1.908649	0.5923704	1.2897155	-0.89979744	0.59953094	0.18310572	0.728088	-0.79834825	-0.25154907	-0.25313145	0.018767877	-0.28696004	-0.7598319	-0.24386522	0.19856992	0.10746747	0.06320413	-0.12617724	0.7295044	-0.63738394	-0.6881156	0.095151596	0.44421637	0.36773115	0.6847327	0.6218443	0.44731763	0.86376953	-1.0272435	0.38336232	-1.513555	-0.5670159	-0.23021002	0.4800061	0.013294128	0.15673734	0.0
GSM3068547	0.3100893	-0.16181523	-0.074794665	0.12086933	-0.42330557	0.012515383	0.34811226	0.17870016	0.13808818	-0.32553175	-0.53417337	-0.15273432	0.42041028	-0.034082767	0.02451943	0.09025146	-0.461996	-0.25705504	-0.14878106	0.38131613	0.12588423	0.36033693	-0.0026280005	-0.16850318	-0.77754426	0.3173992	-0.052273452	-0.033122145	-1.5068296	2.0916326	-0.49802363	0.77588046	0.19681938	-0.0851449	0.0866584	-0.81399083	-0.07543969	0.5498748	-0.023305366	0.32242325	1.3479162	-1.0088744	-0.23466395	0.54952043	0.3434845	0.23251487	-1.9465803	-0.6552249	-0.18525852	-0.16032082	2.716761	0.15243982	0.02050005	-0.12422867	-0.2984743	-0.36723903	1.0952657	1.1432197	0.3828719	0.1061306	-0.7578331	0.7991229	-0.3514467	0.17342924	0.70706064	-2.038222	1.0966675	-0.36922675	-0.69645613	0.09167575	0.44145876	-0.4720364	-0.16104965	-0.1377765	-0.121167816	-0.32269853	0.7965417	-0.5387332	0.9075597	1.5035347	-0.7913749	0.48245195	0.22307824	-0.049798142	-0.7166928	0.6325886	0.34102124	0.77032125	0.4070227	0.45394433	0.30539927	0.20469014	-1.9854002	1.0812347	1.3284736	-1.0960002	0.8124669	0.17608595	0.5774023	-0.7038816	-0.5817918	0.0903127	0.25633386	0.0063431803	-0.67716074	-0.08881119	-0.27500775	0.15893696	0.13687229	0.26013348	0.3600792	0.44707584	0.079244584	0.4514591	-0.16027096	-0.119944595	0.24795616	0.9968344	0.04408657	0.6482694	-1.0298641	0.032804992	-1.7259526	-0.75670356	0.20648716	0.27618712	-0.06770159	0.100747146	0.0
GSM3068548	0.09584486	0.14600782	-0.30764145	-0.5340561	-0.45787722	0.30158985	0.79891413	0.41037685	0.4355661	-0.72681385	-0.41397768	-0.046989832	-0.6608343	-0.1191785	0.28579015	-0.21066684	0.32011738	0.19171543	0.46682754	-0.40128303	0.14634839	0.08178616	-0.3184624	-0.17101459	-0.92579085	0.16089076	0.2256786	-0.45620805	-1.1697723	2.1854105	0.30136842	-0.7702277	0.29509598	0.43178082	-0.041803025	-0.92389536	0.29206127	-0.6545973	-0.22846946	-0.19272584	1.1051165	-0.7504791	-0.16044396	0.20693511	0.15916891	-0.40260556	-1.5272744	-0.58842736	-0.096662775	0.20640767	3.0955396	-0.1321715	-0.0660004	-0.061164916	-0.14162256	-0.07642566	1.0204995	1.0726776	0.25598288	-0.37961018	0.7154496	-0.5326923	-0.72728586	0.40125963	0.7208075	-1.8953638	0.91615975	-0.4953239	0.28415853	0.09168855	0.6081717	-0.48293686	-0.30539772	0.056089953	0.08446996	0.047732007	-0.9471227	0.5977728	0.60864335	1.3168058	0.65446216	-0.4287081	-0.05169859	0.13860284	0.35524848	-0.1121796	0.5423044	0.6082625	0.19263329	0.20202085	0.34971738	0.23068795	-1.9230835	1.0939735	1.1001995	-0.5956582	0.7903398	0.30300683	1.0696061	-0.8004109	0.44875675	-0.063708946	0.13454328	-0.002437898	-0.38494846	0.06647615	0.22677544	0.39781064	-0.033257343	0.0787659	-0.08802935	0.12916094	-0.48833162	-0.8518958	0.6195199	0.3365107	0.062182903	0.9818416	0.10583517	0.16836134	-0.8017689	0.14002353	-1.5853454	-0.7872504	0.19280021	0.51250577	0.12915926	0.09289488	0.0
GSM3068549	0.41746843	-0.405221	-0.10396629	-0.117569916	-0.6756953	0.28208828	0.6198108	0.37534472	0.16767499	-0.5835896	-0.59755945	-0.2925425	-0.034356005	-0.13541272	-0.44987446	0.07630452	-0.23877521	0.11031518	-0.22891627	0.32228404	0.032328133	0.30528778	0.25457752	0.35624403	-1.0720927	0.13003117	-0.4700178	0.5919281	-1.2765217	2.1934278	-0.09925586	0.6173777	0.253405	0.093676165	-0.09916643	-1.0007216	-0.46663046	0.18988396	0.038510006	0.16725354	1.212935	-0.56127024	-0.4129538	0.2613467	0.0027691259	0.19183925	-1.2921752	-0.80148786	-0.14862171	-0.07374272	2.9005487	0.120786175	0.14789894	0.18039536	-0.34131187	-0.14151986	0.9447695	0.9477242	0.08234547	0.12613715	-0.5509099	0.40294015	-0.5392803	0.47547913	0.6528365	-2.1197858	1.2340904	-0.31881624	0.06921587	0.035344716	0.23193388	-0.8647404	-0.13087666	-0.022203624	0.2231134	-0.13332017	0.42231503	-0.5552523	0.4427414	1.2471743	-0.3486221	0.16791102	-0.19964364	-0.029474111	-0.051478103	0.21476999	0.20429091	0.8210266	0.58848673	0.35509008	0.17721969	0.32153183	-2.0353603	0.6895808	1.1721485	-0.692416	0.96641225	0.2169972	0.8144928	-0.8938134	-0.21020699	-0.26305673	0.0303463	0.083792955	-0.7576388	-0.21109599	-0.16317183	-0.024885848	-0.13344203	-0.0053827465	0.27676028	-0.35725135	-0.038031213	0.62868536	0.039651565	-0.061293863	0.25721473	1.0583001	0.18822408	0.05406063	-0.58168346	-0.0155737195	-1.74379	-1.0374988	0.119990155	0.40882513	0.26994702	0.23443964	0.0
GSM3068771	0.53431237	-0.10612322	0.34244418	0.3289423	-0.40488094	0.17615983	0.86837816	0.19934511	0.5035363	-0.60866797	-0.3530859	0.10330209	0.37337402	0.11792659	-0.12077849	0.061112918	-0.081856735	0.09050938	-0.1371039	0.39699045	0.3009879	0.06609491	0.22699834	0.14521416	-1.0302515	0.16353734	-0.011410996	-0.06248056	-1.1723692	2.2557247	-0.2508254	0.48137257	0.1392068	0.05875745	0.19831008	-0.8438305	0.07733076	0.3561107	-0.17829907	-0.32346976	1.3423322	-0.76649374	-0.32633936	0.45004603	0.03126977	0.2732627	-1.6985712	-0.7375987	0.015142716	0.1718158	3.0491378	-0.0071679116	0.61279005	0.058217064	-0.39426583	-0.016802322	0.9995553	1.071085	-0.48420224	-0.0646775	-0.37931463	0.5491918	-0.7037086	0.46813157	0.72640324	-2.1179473	0.97472465	-0.34600368	-0.18170872	0.19414593	0.48621136	-0.52255416	-0.029736599	0.032416616	-0.23102164	-0.122904755	0.19811758	-0.5584658	0.6063492	1.273052	-0.32328853	0.45678914	-0.08761222	-0.028404884	-0.3101795	0.28527898	0.52846944	0.911333	0.37716854	0.3901316	0.1563705	0.28644782	-1.9126446	0.74860483	1.0280683	-0.7429975	0.6562484	0.095797226	0.86953044	-0.9849028	-0.3630706	0.12129852	0.043060903	-0.15032798	-0.7829112	-0.17859948	-0.112524435	-0.08200455	0.1520502	-0.11156287	0.46288827	-0.065210156	0.32729763	0.6218676	-0.14965574	0.15586828	0.13532585	0.95260394	-0.2568466	0.17984694	-0.68223834	0.0071371156	-1.5684261	-0.9255829	0.23330235	0.03634594	0.049324885	0.58855486	1.0
GSM3068772	-0.030395659	0.014851116	-0.14447676	-0.35368595	-0.3100401	0.08583461	0.5777353	0.37128246	0.5619795	-0.8941594	-0.5195238	-0.02701986	-0.30447793	-0.67423123	0.069791324	0.052596405	-0.35262406	-0.10318563	-0.3386243	-0.10848677	0.38713554	0.22383755	0.07268797	0.2791972	-0.7931561	0.38691428	-0.00738597	-0.65155673	-0.9310107	2.376857	-0.51428634	0.12394489	0.034912407	0.072175406	-0.25803316	-0.97499895	-0.1348994	0.12545899	-0.109674804	-0.1520439	1.5537258	-0.86266243	-0.3173196	0.25606713	0.70204127	-0.2287712	-1.7622731	-0.5903116	0.08108225	0.05656216	2.8764484	0.16384062	-0.4371432	-0.9049928	-0.4399527	-0.06941376	1.0813586	1.0609668	0.5205528	-0.33425903	-0.30066437	0.71470344	-0.89850336	0.19901188	0.69336003	-1.8462998	1.1670604	-0.35096353	-0.6653951	0.45976463	0.42697528	-0.6742736	0.07816573	0.22043808	-0.60156554	-0.5012249	-0.28175724	-0.39981326	0.7684013	1.4327406	-1.070329	0.23918983	-0.20905271	0.11263882	-0.04860767	0.6145722	0.30293164	0.8303495	0.32242405	0.42614913	0.28522083	0.11999689	-2.0158908	0.953596	1.3170118	-0.5706872	0.76220316	0.30249342	0.9044279	-0.85923666	-0.35765904	-0.24891232	0.003754706	0.22648905	-0.59288645	-0.18864785	0.041477103	-0.02106948	-0.048601665	0.16015734	0.5101092	-0.16588698	-0.57674116	-0.07903111	0.2052035	0.40825996	0.11047992	1.0847791	0.47388384	1.0209072	-0.985914	-0.014268448	-1.6756252	-0.6267027	0.16055706	0.5117293	-0.08332986	0.18838356	1.0
GSM3068773	0.49905962	-0.12485035	0.15323336	-0.3233958	-0.55334455	0.26226258	0.53700924	0.3246429	0.3804691	-0.2689303	-0.6903108	-0.2212987	-0.070932575	-0.28296104	0.03955367	-0.069281794	-0.24380444	-0.050802052	-0.13505031	0.0510428	-0.05750076	0.21433802	-0.056028705	0.26293454	-0.9387665	0.24234292	-0.09705912	-0.17160405	-1.0221012	2.2942932	-0.37563372	-0.15553774	0.24278809	0.5480756	0.007182422	-0.85072076	-0.10074506	0.27855673	-0.0686309	-0.145198	1.1026498	-0.6830812	-0.22256368	0.37402636	0.2578953	-0.0695453	-1.4200437	-0.90853083	0.13208474	-0.20243067	2.9382203	0.03359261	0.18810259	-0.45801505	-0.3921048	-0.24381283	0.61903965	0.9646646	0.10219923	-0.15212432	0.03246201	0.9640152	-0.40889165	0.10552581	0.69916534	-2.0604167	0.9487452	-0.37988812	-0.72837484	-0.06546428	0.5574361	-0.35031918	-0.18707564	0.010649656	-0.18771061	-0.27421114	-0.07570595	-0.2993551	0.4120179	1.4149269	-0.5594073	-0.2658658	0.0041077808	0.3321359	-0.35800144	0.42616707	0.2775266	0.5569628	0.5560812	0.007733101	0.40159926	0.24925005	-1.8496342	1.0212132	0.9839622	-0.9051603	0.6842553	0.17734745	0.9860587	-0.8007993	-0.19705893	-0.19867885	0.36662543	-0.017363282	-0.47413296	-0.05573056	0.15624996	-0.048388194	-0.18244119	-0.2651293	0.0693873	0.03209713	-0.22049537	-0.047784846	0.411644	0.42587888	0.24648806	0.86690724	0.18764098	0.4972435	-0.9092656	0.23329628	-1.6869649	-0.6930416	-0.19749281	0.42500892	-0.029151455	0.1934239	1.0
GSM3068774	-0.13318162	0.26889202	-0.17429028	-0.525009	-0.4316884	0.09379566	0.21852928	0.22249423	0.3665381	-0.38852724	-0.58718824	-0.05084607	-0.1507847	-0.80772984	0.19731614	0.21883743	-0.29801747	-0.595729	-0.23454618	-0.31470162	-0.26815766	0.18400823	0.07503121	-0.23605935	-0.8603095	0.291907	-0.092494406	-0.47196147	-1.3852115	2.2459087	-0.24598719	-0.008441333	-0.07270711	-0.05778451	0.16165219	-0.7441853	-0.40516666	0.13893428	0.15914883	0.2483048	1.3772274	-1.0929377	-0.13033545	0.5961661	-0.06709135	-0.828653	-1.7606335	-0.66247916	0.06337145	0.0012088976	3.047367	-0.034327067	-0.83534175	-0.8104833	-0.37897894	0.13980758	1.1693085	1.278887	1.0684924	0.038420226	-0.14924349	0.49319324	-0.3797304	0.27242634	0.48890013	-1.8194348	1.2394072	-0.39388278	-0.6697668	0.8171725	0.3314825	-0.6573693	0.019083321	-0.20035085	-0.594479	-0.86968917	0.44503593	-0.13971122	0.45408338	1.8764268	-0.9832342	0.17774712	-0.13681793	-0.16090403	-0.19557188	0.86496323	0.12427522	0.6425584	0.21599442	0.43251237	0.09369928	0.16845685	-2.1800044	0.9791648	1.3338361	-1.1493754	0.45752135	0.11599004	0.77237785	-0.6124323	-0.37213513	-0.26408434	0.031538155	-0.34846538	-0.61290556	-0.36232224	-0.065385774	0.21230665	-0.10511189	-0.07875981	0.41167283	0.057076722	-0.5003487	-0.16237046	-0.29283085	0.06758775	0.68795294	0.8142267	0.39337435	0.60604066	-1.3132697	0.043398574	-1.3131235	-0.8123632	0.057613224	0.43263614	-0.09690505	0.4903842	1.0
GSM3068775	0.29773977	0.009633324	0.074500844	-0.5583951	-0.33627105	0.34441116	0.5363536	0.0837912	0.5692259	-0.54568017	-0.47577578	0.048288643	-0.570402	-0.5194803	-0.09295341	-0.27672088	0.1392283	0.16977121	-0.13421965	-0.0798324	0.092102736	0.21682121	0.08807024	0.3788428	-0.9433284	0.36908865	0.07919176	-0.7384085	-1.2411845	2.499458	-0.2806602	-0.62679434	0.32860282	0.4232868	-0.0053155567	-0.9072749	0.23550934	-0.033103168	-0.41519514	-0.22885568	1.1615411	-0.9171486	-0.13275865	0.35056967	0.5951564	-0.38408318	-1.5577433	-0.6790861	0.1466473	0.053391114	2.8172603	-0.09671758	0.02288601	-0.9939877	-0.31623077	-0.24830566	0.95525676	1.1006706	0.5355243	-0.6026543	0.47318184	0.9202363	-0.52062345	0.16319129	0.66995126	-1.9943067	1.1576154	-0.72021484	-1.0388888	0.41888702	0.5718884	-0.44056427	-0.009845325	0.11435652	-0.32466042	-0.7143725	-0.39275998	-0.16104227	0.7008254	1.24001	-0.4407712	-0.124456495	-0.42204812	0.18489692	-0.14286496	0.52228093	0.4955401	0.67300725	0.4224098	0.44141668	0.041675843	0.1790644	-1.8252363	1.0726739	1.5178549	-1.1670799	0.87763363	0.4832144	0.8469933	-1.07464	-0.055280194	0.07833417	0.16030748	0.1773598	-0.7992217	-0.21257111	0.40422237	0.11804803	-0.09104676	0.2940872	0.12499623	-0.115002744	-0.6377272	-0.48718995	0.70848095	0.668539	0.16427635	0.8282048	0.3034436	0.7991739	-0.66831124	0.066484384	-1.5566844	-0.7390711	0.17826864	0.49978793	-0.09580664	0.2766259	1.0
GSM3068776	0.4237499	-0.17717887	0.6238678	0.85018647	-0.2956233	0.30164373	0.76865345	0.38069966	0.527397	-0.90076333	-0.22172697	0.14160727	0.72237325	0.19874562	-0.36844483	0.026451072	0.061790593	-0.07428818	-0.012930955	0.33852544	0.2244409	0.3009054	0.25546744	0.28120244	-0.6938947	0.043387596	0.050608005	0.1593962	-1.1896535	1.9718294	-0.48944145	0.37045217	-0.15481775	-0.015520676	-0.0139996875	-0.81772363	0.25815484	0.19757833	-0.07409107	-0.1222252	0.92929244	-0.66596884	-0.3470928	0.42734787	-0.21712351	0.5009394	-1.5892767	-0.7732291	-0.14139542	-0.13236906	3.1551905	0.25788477	0.3678291	0.33192638	-0.31442082	-0.16710949	0.9206482	0.856695	-0.6422639	0.14711146	-0.2789052	0.55016464	-0.6282144	0.31661275	0.74998087	-2.1189325	1.3101647	-0.24781948	-0.54061323	-0.11827337	0.3774314	-0.40006614	-0.08403194	0.1701517	-0.1748725	0.0809935	0.8151432	-0.6413548	0.2824505	1.0906639	-0.29703674	0.27602136	-0.018702472	0.074653424	-0.47157717	-0.12253388	0.74316067	0.72076267	0.24039404	0.20320606	0.1560618	0.45085314	-1.8013331	0.7782619	1.2860001	-0.8159247	0.7260872	0.24170792	1.0295806	-0.89596045	-0.20512147	0.24791354	-0.05243758	0.20906779	-0.64068335	0.10518205	0.13864945	-0.34484866	-0.031963598	-0.043589845	-0.018991789	0.053757794	0.631294	0.7716562	-0.3174373	-0.2317809	0.06921801	1.1693659	-0.60053414	0.11486439	-0.7125316	-0.21756108	-1.5688109	-0.783333	0.24260318	0.33859816	0.06575457	0.18452822	1.0
GSM3068777	0.41012987	-0.15352999	0.19462486	0.33439994	-0.5112398	0.13899879	0.40708086	0.3386764	0.20798545	-0.54833645	-0.51979476	-0.04192062	0.15500005	0.2880167	-0.058477953	0.16739832	-0.29937673	0.78410786	-0.502574	-0.14007457	0.21382836	0.124403216	-0.12803914	0.45359284	-0.88221705	0.45270726	0.26205826	0.09595305	-1.4625247	2.3005865	-0.019894892	0.14006013	0.38382834	-0.1729585	-0.12450459	-1.0013542	-0.3218417	-0.008125113	-0.124437794	-0.23419163	1.2352366	-0.9950411	-0.3524956	0.23243302	0.24756736	0.1917089	-1.4897316	-0.696791	0.18146123	0.10025865	2.9331539	0.101098515	0.2573319	-0.311233	-0.38969496	-0.17997968	0.97568697	1.0312995	-0.51096046	-0.062489547	-0.27947018	0.30486876	-0.3523998	0.5369842	0.9005359	-2.1063333	1.1350745	-0.3818972	0.21093936	-0.020578848	0.6210815	-0.77956104	-0.09348693	-0.024335606	0.16027632	0.09563368	-0.10292054	-0.12576103	0.62347436	1.49173	0.038174447	0.3488574	-0.23574652	-0.03144633	0.06647154	-0.0027873833	0.26480025	0.6257359	0.47722718	0.41661373	0.43404827	0.3239898	-2.3025181	0.9074295	0.99912393	-0.8869763	0.55061364	0.38987532	0.97365576	-0.81824726	-0.23269817	0.017495234	-0.31301916	-0.3111001	-0.4915236	-0.11267211	0.25325435	-0.5209458	-0.08543511	0.20414914	-0.044440996	-0.4302375	-0.024789765	0.008224514	0.4874115	0.3522571	0.2819084	1.067982	-0.023407105	0.18149573	-0.8549169	0.02402689	-1.7561239	-0.73808205	0.11469614	0.45638654	-0.06503805	0.21694095	1.0
GSM3068778	0.60062313	-0.7633904	0.6945802	0.6064956	-0.32259062	0.19440165	0.31216815	0.06829211	0.50759554	-0.72673875	-0.26543468	-0.106406935	0.5092228	0.8524309	-0.0795518	-0.2586803	0.47399908	0.2076471	0.19653893	0.6076023	0.13795656	0.2766279	-0.05124713	0.6993286	-0.44756538	0.04773698	0.08785226	0.084599964	-1.1244504	2.5099134	-0.63985693	0.4194125	0.16910836	-0.084922016	-0.10263053	-0.42288813	0.699229	0.35012585	-0.45122942	-0.32893196	1.4124358	-0.7415203	-0.3259555	0.20514712	0.13034756	0.65268147	-1.8981432	-0.46425202	0.3032995	0.13301772	2.8152606	0.021927197	0.9891427	0.78024995	-0.17378622	-0.031911694	1.3295349	1.1895345	-1.2083651	0.10051167	-0.09729665	0.85895705	-0.398042	0.18187149	0.6503199	-2.096852	0.9992947	-0.3826819	-0.2617928	-0.36921573	0.24333172	-0.29715827	-0.0057976954	-0.08494794	0.2575889	-0.073143676	0.27791253	-0.8349201	0.54339916	1.4846991	0.2145718	0.48754162	-0.30398887	0.04033072	-0.6333113	-0.42185616	0.13704254	0.38642624	0.2836213	0.39832366	0.2593865	0.18695936	-1.5492214	1.0748655	1.454724	-0.81432885	0.39216274	0.35431287	0.55368805	-0.6381313	-0.24036106	0.35942325	-0.1345864	0.13862841	-0.36519045	0.035655748	0.40267614	-0.21862526	-0.24142513	0.1567953	-0.2935125	0.41096687	0.45073205	0.6463831	-0.13669577	-0.07089277	0.20807259	1.2012323	-0.910099	0.12044153	-0.54740477	-0.03315568	-1.5685081	-0.6330667	0.32585588	0.30812186	0.036535833	0.12065328	1.0
GSM3068779	0.39534447	0.07783135	0.004229202	-0.2803471	-0.4809287	0.3526732	0.42652947	0.23908733	0.48908934	-0.6222854	-0.29303592	0.05390782	-0.57493323	-0.41327503	0.10711971	0.257902	-0.24253657	0.48464695	0.26834166	-0.24868098	0.0442575	0.42000252	-0.13745767	0.6799804	-1.0053362	0.16216199	0.20165336	-0.400559	-1.1349827	2.3252447	0.24605572	0.21428697	0.5238985	-0.10968863	0.06099008	-0.8318332	-0.20121978	-0.081308395	-0.13031262	-0.284355	1.2028431	-0.9128131	-0.3692652	0.480011	0.6929185	-0.14908569	-1.6787502	-0.66311485	0.2125812	0.13988896	2.9534452	-0.018181432	-0.31039292	-0.8693244	-0.39017305	-0.24344416	0.86518914	1.0647855	-0.048086382	-0.51062644	-0.035956	0.29161596	-0.5016094	0.45996305	0.57124346	-1.915125	1.0659875	-0.35823148	-0.22530136	0.5910898	0.49465507	-0.32172364	-0.16905431	-0.19124213	-0.5483128	-0.1963269	-0.7038099	-0.024204843	0.67694587	1.6185201	0.17022607	0.28244904	-0.35691953	-0.1421945	0.5181919	0.21441495	0.34082946	0.64028805	0.4108971	0.050973855	0.090481564	0.1735387	-1.8244278	1.0088599	1.3249823	-0.95190406	0.564671	0.17664935	0.7931968	-0.97649556	-0.024078	-0.19176757	0.025743965	-0.08624161	-0.48829028	-0.0074908827	0.2643265	0.11055959	0.121310696	0.06656884	0.5157187	-0.64760494	-0.5371113	-0.075354904	0.6037712	0.4636582	0.244576	0.8778849	0.33268383	0.46506527	-0.9565896	0.014355507	-1.464974	-0.47600546	0.26487973	0.41957292	-0.17737429	0.17914729	1.0
