	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249561	0.4729006	0.42811924	-0.6947313	-0.10237633	0.64853853	0.17088953	0.031364944	-0.8425215	0.8969745	0.19638324	-0.64431024	-0.3921131	-0.26395303	-0.078561276	0.10646187	0.67823565	0.003955922	0.682371	-0.1554199	-0.72144663	-0.7240658	-0.25768104	-0.38725764	-0.63127506	-0.033176485	0.66461945	0.069900386	-0.19708593	0.6331249	-0.32485262	-0.6137525	-0.07480873	0.69951046	-0.06650291	-0.40887585	0.38942975	-0.071623676	0.29095218	0.11102842	0.031640694	-0.8640511	0.9617423	-0.6074048	0.48280364	0.31589344	0.21323241	-0.8521653	0.676102	-0.54210407	-0.40449315	1.0124053	0.45674407	0.4674871	0.5324755	-0.773892	-0.15434879	-1.1835873	0.43346643	0.6261852	-0.0964928	-0.5767077	-0.38166878	0.07646315	-0.59251827	-0.3910566	0.65657884	0.28991565	0.74748445	0.17921792	-0.00605882	0.28674245	-0.24561256	-0.3610624	0.73795474	0.3278936	0.03498362	0.6909307	-0.5201629	-0.43313932	0.002636183	-0.26908964	0.18119776	-0.17955764	0.09587716	0.34699297	-0.015408569	-0.6330038	-0.28820252	1.0230596	0.38341936	0.5848825	0.29300454	-0.083188646	-0.03362096	-0.5051813	-0.7549498	-0.5481143	-0.5946841	0.31219444	-0.21107583	0.0
GSM6249565	0.22240476	-0.20813252	0.25566375	1.4270008	0.0029728508	-0.015066122	-0.08377502	0.37617254	0.58157796	0.09454681	-0.2642317	0.31486943	-0.70478094	0.061799724	-0.4159561	-0.20890701	0.025227716	0.3478375	0.20442103	-0.5812346	0.24383815	-0.5579392	0.011595149	0.63167644	-1.0135664	0.41017106	-0.10818757	0.24041352	0.4540875	-0.47451195	0.2929916	0.6307723	0.6738927	0.49232185	-0.012121419	-0.06369587	0.5185567	0.115244485	-0.8185167	-0.6135089	0.05162047	1.1091958	0.7021126	0.22934327	-1.3804493	0.8947964	-0.25540346	-0.32446858	-0.7748147	0.43209863	0.32152453	-0.5064909	0.2891815	0.17299926	-1.2294533	-0.7388926	1.0883098	-0.7925142	0.32871956	0.50811577	0.6018514	0.13683426	0.32600543	-0.50343186	0.5648471	-0.16441683	-0.5763677	0.2097731	-0.23193029	0.543893	0.3621467	-0.41932634	-0.008192582	0.4441948	-0.8740796	0.35515356	0.03618053	0.22990884	-0.24946068	0.57547957	0.619579	-0.69717443	0.14296016	0.59982085	-0.14113507	-0.21722506	-0.78860927	0.36795643	0.28953716	-0.8570072	-0.37232342	-0.05960034	0.049297243	-0.19396305	-0.7144082	0.18325903	0.76768875	-0.33317775	0.31234488	-0.14170945	0.0
GSM6249566	0.35065922	-0.46531016	0.2332647	-0.5282914	0.42026836	1.024147	-0.2880251	0.27999982	-0.52719957	0.45660394	0.072675854	0.67371833	-0.06140933	-0.30345976	0.38942504	0.16207376	0.36125234	0.30214107	0.37412992	-0.43980986	-0.17031905	-0.5245676	-0.12538877	-0.3994829	0.011799401	0.69665474	0.8971088	-0.26697448	-0.43451357	-0.024070805	0.4783832	-0.32903588	-0.2994894	0.6630967	-0.9070939	0.20386426	-0.895483	-0.09490788	0.442365	0.20626502	-1.0672427	0.06946461	0.085250184	0.13850838	-0.06479016	0.28677303	-0.53952664	0.25336388	0.37990263	0.009148353	-0.108045354	0.13869065	0.50994396	-0.76262975	0.15366654	-0.9324062	-0.59359986	0.060960393	-0.803891	0.6594627	0.07650156	-0.04826348	-0.5257152	-0.7117219	0.15313673	0.9519132	-0.47784418	-0.6943188	0.22519258	-0.017417585	-0.7197262	0.9616771	0.48021173	0.40200737	0.13757484	1.424198	0.09205639	0.6555731	-0.82517207	-0.5107568	-0.03817629	-0.746243	-0.88781744	0.30100736	-0.36011985	0.16645265	-0.02739633	0.18817599	-0.078658745	-0.13631232	0.2975284	1.1589938	-0.77355725	0.042714227	-0.099986	0.06941205	-0.44971582	-1.1154794	-0.21587954	0.33780226	0.0
GSM6249568	0.2823157	0.38344404	0.27382523	0.040523786	0.6574061	-0.09256149	0.59716254	-0.5581245	0.9980255	0.22932096	-0.01819498	0.53462225	0.4020471	0.103785366	0.18471856	-0.5564939	-0.78938335	0.43453687	-0.29451284	-0.7119868	-0.083738185	0.16163029	0.15432793	-0.1681421	-0.008405367	-0.084910005	0.21623844	0.6233713	-0.25403804	-0.49565217	-0.19533241	-0.42029744	0.66585225	0.67715883	-0.11128792	-0.08299229	0.013496716	-0.8582382	-0.56670946	0.35125646	0.20876543	-0.3446975	-0.43873295	0.6066758	0.24902478	-0.6819893	-0.07469232	0.23041314	0.10027707	-0.0054557663	0.030891545	-0.041581497	-0.046525225	-0.17757387	-0.08660115	-0.42570356	-0.35402852	-0.3170325	0.047930926	0.025800798	-0.039598603	-0.45942792	0.11762213	0.2681973	-0.40508774	0.14661068	0.33395272	-0.4028377	0.222213	0.022644578	0.06275175	0.30474243	-0.036455818	-1.3153453	-0.11296873	-0.4657926	0.5241027	1.1461148	0.30949077	-0.38491687	-0.8783213	0.6103533	-0.7610476	0.530203	0.35311246	0.35846308	-0.014289831	-0.40183806	-0.10008935	0.18032044	-0.6747802	-0.19509803	0.6930025	0.036742605	-0.1638392	-0.71967906	0.8518913	0.650487	0.20363364	0.43525302	0.0
GSM6249569	0.13112774	-0.28978196	-0.2940606	-0.12959862	0.22135657	0.07370373	0.59222096	-0.86524045	0.2824013	-0.4092936	-1.176745	0.5188228	-0.05583956	0.57202506	-0.34277567	0.23286752	-0.5005703	0.5421244	0.42188704	0.1921296	-0.36447805	-0.119077906	-0.27285537	-0.3879099	-0.49428156	0.65493375	0.019223541	0.09717773	0.1783204	-0.17833759	0.69579434	-0.11810494	-0.3380135	0.63798255	-0.30704248	-0.11249254	-0.21711354	0.3061165	0.14899957	0.21903966	0.31496936	-0.05183269	-0.49257687	0.28676534	0.016471813	0.36763376	-0.3810427	-0.66658574	-0.21312676	0.18776092	-0.30469376	0.5388351	-1.7264456	-0.39214993	-0.37852672	-0.03217202	-0.10979115	0.35358596	0.11106266	-0.18793014	0.16704796	-0.33969724	-0.36563224	-0.011259856	-0.3617558	-0.44232866	0.353269	-0.29335478	-0.60762995	-0.13445313	-0.09342698	0.01187506	-0.06674707	0.08047495	-0.42319947	0.10444294	0.24323097	-0.09477562	0.32663962	-0.16329463	0.79681385	-0.94651693	-0.5678145	-0.29943952	0.18012197	-0.14380334	-0.4084843	-0.8646424	-0.8927328	-0.46007237	-0.34470874	0.121521704	0.6190259	-1.0673373	-0.7191947	0.35610452	0.024114106	-0.28608984	0.034880746	0.14501742	0.0
GSM6249570	-0.23078541	-0.33469868	-0.07014965	0.23871204	-0.26864794	-0.14283915	-0.113951616	0.3170002	0.15563834	0.30045837	-0.087671965	-0.55040336	-0.098984264	0.094515815	0.14050871	0.18049476	0.4655952	-0.4461792	0.4742608	-0.12940322	0.3669676	-0.11159991	0.32268575	0.31064528	-0.010572739	-0.55791426	0.09710226	-0.27888802	0.7408206	-0.6675275	-0.58426285	-0.2553866	-0.2835279	0.17277913	-0.20120727	-0.02957288	0.1497758	-0.10685093	0.19337447	-0.455158	0.5249057	0.37325773	0.26934862	-0.16812965	-0.4269878	0.65288305	-0.04154188	-0.49748546	0.22530857	-0.511716	-0.03209696	-0.14652905	0.10269467	-0.34278044	0.17791627	0.118364796	0.6832303	-0.059652407	-0.70622087	-0.018497821	0.24805142	0.15104121	-0.61313283	0.88841456	0.37043992	-0.5945585	-0.35512406	-0.06870891	0.17594506	-0.29036283	-0.22148941	0.43641824	0.29665387	0.115893	-0.12115483	-0.54211646	-0.2860885	-0.02530051	-0.21218403	-0.16846986	0.003215678	0.083905585	-0.03582649	-0.26917106	0.028084489	-0.12879688	-0.23519762	-0.08167208	0.44283947	-0.19807623	0.050429016	-0.5277117	0.07234622	0.21908681	0.25459233	0.42805907	0.21789238	0.23156568	0.05604288	-0.330798	0.0
GSM6249571	-0.40753013	-0.94825137	0.3667081	-0.9331998	-0.32362562	0.16177405	-0.25429246	-0.12460063	0.10668486	-0.080972396	-0.029209599	0.53155476	-0.06487537	0.08513493	-0.3908456	0.69139224	0.5046142	0.07353323	-0.1951555	0.98829746	-0.45630804	-0.56013244	0.15778829	-0.006618972	0.4544594	0.007959885	0.21897462	0.4174628	0.05633467	0.073047206	-0.44626048	-0.20005877	-0.13885106	0.33724776	0.019899936	-0.46888885	-0.41713512	-0.23990598	-0.082707696	-0.4583484	-0.05724547	0.14591348	0.49849787	0.8167945	1.2607943	-1.1310446	-0.17549178	0.35205665	-0.10802611	-0.49004057	-0.1096066	0.102553435	-0.27560538	-0.6106826	-0.08098768	-0.006526828	1.2813476	0.94430286	0.05782714	0.30875224	-0.56373745	-0.21586668	0.07121696	-0.28613088	0.33026612	1.0117078	0.5238437	0.66628176	0.67888546	-0.026824787	0.118320346	-0.11154809	-0.37421376	-0.20305012	0.73385316	0.17721945	0.6172271	0.11270032	-0.61784995	0.18554544	0.1771975	0.6444552	0.516799	0.40548912	0.56186414	-0.8857533	-0.30413762	-0.103161775	-0.33961472	0.053879444	0.42305973	-0.06607364	0.08798731	-0.13956124	-0.117888674	-0.21086079	0.46095407	-0.5643375	0.14493114	0.1638422	0.0
GSM6249572	-0.6685784	-0.35218418	-0.5186779	0.19234589	-0.010054752	-0.18831405	-0.06754029	-0.232273	0.48310542	-0.14063545	-0.37859195	0.12676576	0.1595206	-0.1329411	-0.09972968	0.5850841	0.82454294	-0.33361587	-0.16673297	0.120725065	-0.11957831	-0.22317284	0.9157991	0.09061175	-0.08848235	-0.06040911	0.055286646	0.4902706	-0.09237098	0.09889271	0.86094016	-0.17094462	0.43663585	0.42885727	-0.11896746	-0.21266006	-0.100177884	0.03444047	-0.3097864	-0.5171142	0.21114843	0.84394133	0.3712232	-0.5859929	0.9494225	0.07066152	-0.27570713	0.14051126	-0.068412185	0.19472992	0.1172873	0.07191463	-0.458124	0.12166723	0.13334814	0.40574867	0.58596903	-0.37147316	0.52434236	0.63576007	0.015099277	-0.08661131	-0.2823778	0.38982263	0.14276999	0.30757797	0.011836622	-0.9194144	0.3522234	0.43303218	0.026284752	-0.7074981	0.05365949	-0.099078104	-0.5702798	-0.5376802	0.26273242	0.28627634	-1.3383836	0.83105063	0.26532826	-0.34847933	0.10932899	-0.43300796	-0.1352828	-0.6566423	0.45151174	0.61447513	0.4356888	-0.51251966	0.47259095	-0.43738836	0.082058035	-0.37631276	-0.33331504	-0.69638443	0.6418772	0.064080924	0.3846154	-0.21867876	0.0
GSM6249573	-0.67791235	-0.4005928	-1.2808458	-0.89553785	0.06481774	0.27512053	-0.6004265	0.67184275	0.2855424	-0.43356767	0.5060811	-0.2760908	-0.43575862	0.35955533	-0.35580665	0.5303243	0.13279009	1.0414788	-0.4561471	0.5439656	-0.81466424	-0.47190666	-0.19890036	0.30373332	0.20120059	-0.9440209	-0.3633085	0.10211168	0.04771954	-0.20035377	0.15249854	0.47010845	-0.21328002	-0.18268165	0.27192146	-0.7937607	-1.0168163	-0.030327994	0.048113964	-0.24190998	-0.42390734	0.10303886	-0.31260183	-0.4786107	0.6755105	-0.6761348	0.50717473	0.0736079	0.46826354	0.23679954	0.36007267	-1.0254978	-0.018656421	-0.32645524	0.39190993	0.65203696	0.22562215	0.48199087	-0.213034	0.26387167	0.24262328	0.87419873	0.08806233	-0.24546278	-0.11156755	-0.086848535	-0.25251028	1.0299994	0.019886225	0.56093377	0.2462905	0.77747715	-0.8937528	0.22756888	0.8788281	-0.43800405	0.20884131	0.117632024	0.42313102	-0.94602066	0.23471442	-0.21779838	0.30991817	1.0930513	0.3077341	0.123793215	-0.18575099	-0.19315694	-0.7465881	-0.3500895	0.55952984	-0.0371776	0.17081547	0.14867634	0.50995386	-0.0031354248	-0.40336943	-0.8482706	0.14833495	-0.013127982	0.0
GSM6249574	0.7532401	-0.38730457	-0.75439966	-0.12693076	0.20032056	-0.37794846	0.030074455	-0.7938153	0.48468965	-0.29098585	0.7710425	0.31546834	0.1301824	0.0016462607	-0.18289036	0.70079815	-1.0710924	0.9704533	-0.40204275	0.72648567	-0.8333376	0.72465867	0.37219656	0.5702139	0.22524749	-0.043983992	0.8185954	1.0310527	-0.40319884	-0.0024552841	0.6433755	0.08896476	0.55892736	-0.16097791	-0.09093471	-0.4404938	0.06399275	0.3294471	0.50345534	0.6687764	-0.084090866	0.5854802	-0.26841077	-0.43462688	-0.8721838	0.071341045	0.20730284	0.27624497	-0.64202625	0.17294258	-0.23348434	-0.87791795	-0.86106503	0.071845226	1.2203218	0.384257	0.8360645	-0.13316602	-0.17401001	-0.63026303	-0.7517442	-1.0636529	-1.0753723	0.8604142	-0.571216	0.0932356	-1.0925883	0.27592084	0.5384869	-1.1065834	0.8178823	0.5104685	0.3684416	0.9114448	-0.08254812	-1.0344177	0.54002905	-0.41142878	0.48377815	-0.10004896	0.16734193	-0.27271625	0.7879982	0.45057514	-0.15894277	0.39658576	-0.4770433	-0.44036135	-0.4960905	0.1397596	-0.59518504	0.6612455	0.1803705	0.21662821	-1.0469117	0.5039737	-0.29694757	-0.09354866	-0.58591896	-0.8450563	0.0
GSM6249575	-0.6674447	-0.12902227	-0.7367329	0.7601341	0.55207354	-0.14980629	0.14411303	0.57608724	0.034252834	-0.08951487	0.04459114	-1.2013484	0.059557028	-0.08829605	-0.32224408	0.4282311	0.38045156	-0.6119074	-0.15698199	-0.075378075	-0.08478905	-0.7678201	1.4486799	0.08985244	1.1544591	-0.4067315	-0.008619963	-0.7103506	0.54439485	0.68466836	-0.5687447	0.9189131	0.42077187	-1.2027835	-0.42087027	0.28038567	0.06405651	0.4546831	0.5855447	0.8567395	-0.33253488	0.62679166	1.1032515	-0.58633566	0.53532547	0.07424896	0.2582763	-0.3094546	0.33195233	0.5186553	-0.61649466	-0.081709996	0.65175724	0.36848766	-0.1172746	-0.1849851	0.2701204	0.010128305	-0.50412613	0.63711107	0.5319287	-0.5942581	0.3133712	0.9110648	-0.5220853	0.28862214	-0.030696394	0.3666328	-1.2179742	0.20958936	-0.7561386	0.019310396	-0.343833	0.015516392	0.3598184	0.26522958	-0.30715305	-0.4876417	-0.01070558	-0.7690019	0.93190306	0.8563529	-0.30708304	0.3540948	-0.07420136	0.9677891	-0.17253223	-0.053241868	0.46060118	-1.0818102	-0.8204289	1.3851268	0.4657101	0.026999652	0.5466015	-0.31858182	-0.34744883	-0.4734618	-0.304168	0.72910047	0.0
GSM6249576	0.020702444	0.71280605	-0.2959844	0.13884342	0.023750454	-0.067323	-0.173552	0.71551317	-0.26790914	0.23589537	-0.15049574	-0.08733045	0.113697454	-0.047673292	-0.1901623	-0.1899387	-0.53635937	0.5918524	0.42274362	-0.14326705	0.32678756	0.31422216	-0.2845193	0.8803172	0.23047526	-0.459055	-0.013261602	0.59290797	0.781351	0.6868457	0.32750654	0.6223401	-0.071439244	0.12353988	-0.09370639	-0.3571784	0.8968683	-0.08819058	-0.5208297	-0.3575086	-0.7178911	0.33242255	-0.26509562	-0.3043002	0.94426274	-0.50248617	0.7398998	-0.7579507	-0.75951976	0.6736956	0.05771911	-0.25486243	-0.8463522	0.7947085	0.30515784	0.4084801	0.2462212	0.124164164	0.17323567	0.5376222	-0.6677986	0.2150386	0.103676096	0.09874206	-0.2464636	0.4937494	-0.21792999	-0.17150104	-0.7267556	-0.02499552	-0.506821	0.15883742	-0.017836628	0.65527195	-0.25195462	-0.4756141	0.2684089	-0.113875344	-0.2821997	0.1595032	0.096054815	0.48723918	-0.1542857	-0.13037004	0.41467923	-0.082720935	-0.2555642	-0.6422103	-0.7085092	-0.49181557	-1.1310691	-0.58091855	-0.013833831	0.14508529	-0.08079089	-0.5325452	0.096929975	-0.3330424	-0.047301583	0.18026102	0.0
GSM6249577	-0.5621549	-0.14161819	0.15832348	-0.41572767	-0.15442555	-0.8567771	-0.31393862	0.1254933	0.51617056	-0.008268228	0.44459602	-0.3577727	0.3467619	-0.2995241	-0.31658247	0.55082226	0.7273868	0.57762355	-0.09973603	0.14160928	0.33046392	0.3569291	0.2474731	0.147369	0.07894349	-0.41732824	-0.7433723	-0.2123054	-0.3802708	-0.6489347	0.32220712	-0.72364885	0.04977556	-0.64313936	-0.15512621	-0.064382166	-0.44921815	-0.543471	-0.00085647736	0.3129662	-0.109114744	-0.32263476	0.05332696	-0.7136664	-0.82162225	0.053130094	-0.6051768	-0.04335912	0.837649	0.010095655	-0.02007516	-0.62687474	-0.16306107	-0.1558202	0.5832024	-0.78622514	0.19263028	0.52085096	0.8196051	-0.17906678	-0.045859244	0.040627405	-0.032214608	0.5453028	0.71567005	-0.8944806	0.52966195	0.42110017	-0.6352973	0.36575276	-0.057999067	0.49344537	-0.3081976	0.4765968	-0.14954025	-0.22117475	0.10998784	-0.32961366	-0.33391744	0.012855221	0.029844632	0.10167228	0.36586446	-0.08843623	0.74138945	-1.0766436	0.1983602	0.03420887	0.21430543	0.22706953	0.03826181	0.2106594	0.1989351	0.032124285	-0.14131643	-0.0024533363	0.3028041	-0.5593674	0.14476885	0.5406672	0.0
GSM6249578	-0.37345773	0.5066024	-0.7075777	-0.34072402	0.8594305	0.29261968	-0.79595625	-0.19646607	-0.5967061	0.6189133	0.5390216	-0.78148764	0.028107408	-0.112053834	-0.45238173	1.1483537	0.34321308	0.7919727	-0.80819786	0.25430015	-1.594177	-0.24276058	-0.23884815	0.15615362	-0.8214839	0.98212224	0.3960152	-0.89930445	-0.025996547	-0.14618687	-1.0445831	-0.6087267	0.09584569	-0.32388625	-0.3034555	0.3717859	-0.19532952	0.74011976	0.37311	0.31324372	-0.08857999	0.50216293	-0.006455165	-0.18150502	-0.619899	-0.6292284	-0.41356498	0.0006281566	0.6758435	0.09462968	-0.089817934	-0.5396403	-0.7985501	-0.29316044	0.085857324	0.15281077	0.1665575	-0.040196735	-0.45596763	-1.2908291	0.3754999	0.9068131	0.21861802	-0.8250442	-0.761007	0.8250534	-0.035744447	0.48576242	0.029538156	-0.6362354	0.38385218	0.9428592	0.100389294	-1.2232342	0.06403219	-0.7684962	-0.89606035	-0.46734017	2.2621665	-0.2669414	1.2500457	0.020515556	0.7218425	0.45081052	-0.09516612	-0.6590559	-0.2552872	-0.22802857	0.46018085	-0.010467853	-0.45030656	0.14601429	0.05947628	-1.0620195	-1.0938339	0.11951255	-1.2487439	-0.3879381	-0.17303915	-0.31727695	0.0
GSM6249580	0.5484705	-0.6258879	0.55196595	-0.33581907	1.0809469	-0.072152495	-0.50655353	-1.3378772	0.16094632	0.034355916	-0.16009462	0.0045521804	0.037749875	-0.28583926	-0.12328619	0.15239592	-0.14312682	-0.3478515	-0.8953967	0.18692133	-0.31540245	0.8883318	0.21449262	-0.27958202	-0.48301348	-0.47564644	-0.08931375	-0.4798601	0.4956388	-0.9230033	0.14371471	0.25922856	0.19776237	-0.19359589	0.508388	-0.043928947	-0.0492074	-0.11415738	-0.22435445	-0.458147	0.0061069736	-0.40116355	-0.3004791	-0.29799095	0.4130532	0.31031546	0.45616412	-0.21422324	0.23744296	-0.1205125	0.5549067	0.7604228	0.2833211	-0.13189927	-0.6887375	-0.46788093	0.15919662	0.07364726	0.041123964	0.39989117	0.15588973	-0.57517534	-0.37799692	0.060830954	1.0567434	0.30318868	0.4153339	-0.021236036	-0.201924	0.32662496	0.15211926	-0.8158368	0.017974492	0.840376	0.31200525	0.61349505	0.12818569	-0.14911914	-0.53913385	-0.99044305	-0.4743849	0.033254888	0.13664924	-0.60914004	-0.36922586	0.7173636	-0.22227305	-0.14195193	0.036367774	-0.069827534	-1.1406066	-0.55881965	1.1824925	0.30352098	-0.41220275	-0.012506573	-0.6053311	-0.7457143	-0.22340785	0.14136547	0.0
GSM6249582	-0.029791998	-0.068465486	-0.097326174	0.44638777	1.4191562	-0.06802667	-0.117530994	-0.45969954	0.030594695	0.24532151	0.77918535	-0.9990167	-0.26137272	-0.09837349	-0.7189689	0.45521834	-0.5485977	0.27802846	-0.5937226	0.009448297	-1.010942	-0.38501972	0.48671958	0.008058285	-0.27763966	0.16507736	0.051513247	0.10055192	0.12746246	-0.011242492	0.70231324	0.8415431	0.020475294	-0.5776065	-0.05927084	-0.8463762	-0.90082973	0.35674113	0.6627928	0.5702018	-0.7426697	-0.89984566	0.65964025	0.8783661	0.036998022	-1.4593838	0.27135938	-1.3415804	0.2889531	0.05843387	0.30986387	0.21931699	-0.40219867	-1.0562702	1.115433	0.20433457	0.026226077	0.33060333	-0.3703813	-0.035715405	-0.3684801	0.4626852	-0.047830794	-0.17303751	-0.53213876	1.7076696	0.12660886	-1.0585083	-0.5061671	0.009302537	0.7556421	0.6097844	0.4639338	0.5917374	-0.047801856	-0.34901747	0.30966178	0.4400058	-0.4334886	-0.7756472	1.4327995	-0.43747494	-0.2637591	-0.07545041	0.49794883	0.07909738	-0.2640627	-0.31959644	0.28060243	0.058959257	0.40943876	0.30241835	-0.575469	0.81043214	0.80544597	0.06674787	0.55561	0.08620844	-0.41004437	-0.8097928	0.0
GSM6249584	-0.62088317	-0.19204915	-0.18606415	-0.0063954764	0.3659093	0.1583832	0.072814	-0.5751934	0.5275747	-0.092525214	0.013557237	0.8943252	-0.88820547	-0.42640197	-0.8352761	-0.44314417	0.6191948	-0.53197	0.046269193	0.69585764	0.5315896	0.3165993	0.36002266	-0.67459154	0.35277736	0.01849781	-0.00054770644	0.063375786	-0.30069715	0.03558608	0.4665836	0.38498098	-0.623757	0.34053844	0.43679664	0.115955144	-0.5401697	-0.010111745	-0.13736986	-0.3600764	-0.9998512	-0.14065544	1.0665599	-0.29965755	0.516358	-0.6373834	-0.5927391	0.80982935	0.6665139	-0.112114005	0.54321134	-0.011007632	-0.13747476	-1.0014777	-0.6963708	-0.26919794	-0.015884906	0.24098827	-0.0056580994	0.58561146	0.19053173	-0.15112442	0.42729336	-1.1502507	-0.139944	-0.4515649	0.22518241	-0.16668226	0.52120835	0.36991328	-0.93483347	-0.2624915	-0.9165873	0.43421477	0.24830553	0.13348207	0.6152837	0.63104784	-0.14890327	-0.75551313	-0.1222423	-0.03110218	-0.2124473	0.20427099	0.3183029	-0.3093773	0.18265182	0.3764449	0.73309946	-0.3372627	0.9364435	0.7622774	0.23977232	0.8303694	0.53598815	0.37770224	0.2789028	-0.4483049	0.8294201	-0.7024161	1.0
GSM6249585	0.25363123	0.2070012	0.2223931	0.20472291	0.78158736	0.13338669	-0.2187841	0.43555996	-1.148069	-0.62598485	0.73118156	0.4110642	0.10721876	-0.18249342	-0.56474924	-0.4047022	0.10541325	-0.1167925	0.51770604	-0.2038635	0.5885945	-0.7801547	-0.1779826	0.22445029	0.1282399	0.20138997	-0.7910293	-0.25058523	0.57837856	0.4610031	0.23668756	0.32826582	0.05997814	0.32855183	0.9241651	-0.44640958	0.11051083	-0.3545807	0.2937262	0.39697823	0.12669136	-0.16916633	0.2760623	0.15430588	0.12132664	0.6703508	-0.16404837	0.16576983	0.10639071	-0.48122054	0.06144816	-0.30186683	-0.27676636	0.23369727	0.050054703	-0.36616382	0.22954738	-0.019253775	0.11700998	-0.25864702	-0.004937263	-0.36554042	0.12063054	-0.8191595	-0.5724666	-0.3230821	-0.2081346	-0.23184958	-0.83340037	-1.4361444	-1.0683154	-0.92224264	-0.1096768	0.48425743	-0.30130196	0.49130964	-0.11123786	0.0005462509	0.2386955	-0.17227848	0.24801451	-0.60525674	0.3769333	0.5780589	0.39977595	0.43345135	-0.7871614	0.59245193	0.59241635	-0.9554923	0.29092956	-0.7805143	0.42547297	0.19529547	-0.0096781105	-0.24331123	0.06296623	-0.47737628	0.73909533	0.0048423926	0.0
GSM6249588	0.1703949	0.52634394	-0.9422739	-0.23100843	-0.14463912	0.88229215	1.0862944	0.337998	0.6668159	0.026710335	-0.35486606	-0.4533611	-0.38489896	-0.2605714	-0.18650721	-0.21804705	0.398724	0.47922066	-0.6137606	-0.2005625	-0.65674835	0.92490864	-1.2335182	0.04016383	0.44939876	-0.22818857	-0.71786803	1.0016652	0.21758822	-0.11409517	-0.24058756	0.31049883	0.81813765	-0.7406898	-0.41728216	-0.28595617	0.5674006	-0.26153767	0.24510077	0.051242203	-0.6595552	0.09188386	-1.0621759	-0.67983055	-0.4404075	-0.9460557	0.5125756	-0.9610692	-0.49482775	0.13387026	-0.635152	0.14446843	0.24893558	0.5011299	0.04762254	0.2645294	0.28000993	-0.53724504	0.35145688	-0.02501531	-0.21037838	-0.08582086	-0.15985547	0.09829141	-0.16199318	-0.40349892	-0.58960587	0.7326985	0.11358949	0.3631916	-0.6567411	-0.098156825	0.27368727	-0.6962633	0.21988393	-0.0480347	-0.6108178	-0.19548792	0.19398762	-0.5824973	0.08341842	0.10741398	0.53952605	-0.9121578	-0.7385994	-0.25516617	0.43515974	0.599342	0.10592793	0.056717657	-0.83760345	-0.8517744	0.37811375	0.24181458	0.42887104	0.09412316	0.1012927	-0.9390944	-0.26168102	0.27142504	0.0
GSM6249589	-0.4042932	-0.3163962	0.055950444	0.29937434	0.83999044	-0.41791657	-0.9553393	-0.68794966	-0.096144594	-0.00402581	0.39767858	0.17233612	-0.049662847	-1.0382638	-0.5970622	0.7193949	0.6205871	0.13803503	-0.29594257	0.03898673	0.69273657	-0.07031505	0.51184607	0.6780708	0.112608485	0.3883229	-0.1824689	-1.1626054	0.84386307	0.27366316	-0.093257576	0.36220065	-0.07016355	0.6144462	-0.26836362	-0.9422793	0.10762913	0.38493603	1.046278	-0.3875592	-0.022278218	0.4015816	1.0462081	-0.062783934	0.58821267	0.5701474	0.6309879	0.2638445	-0.11353889	1.1752591	-0.15963222	-0.2379071	-0.049007185	0.22943208	0.6134757	-0.20027526	0.49418086	-0.4251194	-0.4181957	0.14491053	-0.7927597	-0.06829462	0.374116	-0.11232303	0.2749376	0.5792429	0.40406296	1.0319762	-0.7649753	-1.8399236	0.07790212	-0.3081752	-0.5443739	0.2143904	-0.31183845	-0.23078834	0.33028868	-0.031088635	-0.081056915	-0.5847291	0.74261457	0.15937264	0.5111154	0.26391765	-0.03893394	0.5426389	-1.2536459	0.22264978	0.69133556	0.43384752	0.6305541	0.1633537	0.8387111	-0.04502797	0.3007395	-0.048767943	0.07055536	-0.97549087	0.22751403	0.36393324	0.0
