	Component_1	Component_2	Component_3	Component_4	Component_5	Component_6	Component_7	Component_8	Component_9	Component_10	Component_11	Component_12	Component_13	Component_14	Component_15	Component_16	Component_17	Component_18	Component_19	Component_20	Component_21	Component_22	Component_23	Component_24	Component_25	Component_26	Component_27	Component_28	Component_29	Component_30	Component_31	Component_32	Component_33	Component_34	Component_35	Component_36	Component_37	Component_38	Component_39	Component_40	Component_41	Component_42	Component_43	Component_44	Component_45	Component_46	Component_47	Component_48	Component_49	Component_50	Component_51	Component_52	Component_53	Component_54	Component_55	Component_56	Component_57	Component_58	Component_59	Component_60	Component_61	Component_62	Component_63	Component_64	Component_65	Component_66	Component_67	Component_68	Component_69	Component_70	Component_71	Component_72	Component_73	Component_74	Component_75	Component_76	Component_77	Component_78	Component_79	Component_80	Component_81	Component_82	Component_83	Component_84	Component_85	Component_86	Component_87	Component_88	Component_89	Component_90	Component_91	Component_92	Component_93	Component_94	Component_95	Component_96	Component_97	Component_98	Component_99	Component_100	label
GSM6249742	0.50920886	-0.4848318	0.6990029	0.062264416	-0.8371857	-0.18726443	-0.25342464	-0.06733128	-0.72444856	0.66106164	0.09630409	-0.48695576	0.7691695	0.18540706	-0.18114059	-0.6033822	0.5226912	0.12921193	-0.21960792	0.12836125	0.2190787	0.04227762	0.9426664	-0.38528714	0.68032813	0.07432706	0.80153733	0.59966063	-0.044674084	0.040078063	-0.051095556	-0.07411065	-0.4581138	-0.24909954	0.2106321	0.31617516	-0.52665323	0.38745877	0.22286089	-0.7603416	-0.42552972	0.19934104	0.4272513	-0.0052660606	-0.08788531	-0.43401092	-0.71846944	-0.11218117	0.3309979	-0.01912079	-0.59850824	0.11286817	0.05457526	0.45582822	-0.53067714	-0.017904766	0.76577306	0.070024356	-0.64860636	-0.4169644	-0.66276497	0.33389327	0.21294968	0.05427326	0.06760667	0.47000942	0.29579973	0.517344	0.2704041	-0.28147215	0.99936634	-0.02362572	0.07219454	0.1657606	-0.17660189	0.1547005	-2.502424e-05	0.49424556	-0.23362312	-0.1189509	-0.6830792	0.74472076	0.22442552	0.4303405	0.6842876	-0.21765198	0.24512851	0.1295611	-0.34599122	-0.20159678	0.29916137	-0.8556498	-0.8550671	0.13040595	-0.12548181	-0.491751	0.21039464	0.13048775	0.76724654	-0.14198492	0.0
GSM6249743	0.70373785	-0.4371035	0.2738208	0.13701266	-0.45055708	-0.21411406	0.7524366	0.46582058	0.37456438	-0.1684314	-0.33540156	-0.22265801	-0.033817112	0.4398586	-0.57940125	-0.71335804	-1.6898148	0.6173437	1.1333004	-0.3149278	-0.1277921	-0.7786434	-0.24459152	-0.690262	-0.94819784	-0.77015555	1.0549705	1.0364475	0.78077924	-0.5574099	-0.024670454	0.51809216	-0.18557064	0.57436395	-0.13987744	-0.24386355	0.8469915	0.19694215	0.38031086	0.9070681	0.04625062	0.17187975	-0.0934971	0.37316272	-0.87099034	0.52651983	0.4723408	0.1074904	0.07961357	-1.0445217	-0.61342424	-0.022236232	-1.210516	0.663104	0.70230097	-0.13849488	1.3512425	0.62492824	0.3385366	-0.5738507	-0.15540329	-0.6476853	-0.23287635	0.05565806	0.7160622	0.42090115	0.089573994	-0.9159744	0.22845012	0.31424904	-0.53600657	-0.69498056	0.8342601	-0.29314786	-0.29263768	0.060380295	0.017824922	0.14725903	-0.18378776	0.35667312	-0.15758002	-0.95004267	-0.553962	0.16668068	0.31698227	-0.01882012	-0.19860035	0.0423405	0.037745062	0.016102975	0.6077716	0.6075047	-0.4098935	0.412021	-0.58988464	0.80312365	0.007852921	0.48594773	0.16502237	-0.35880423	0.0
GSM6249746	-0.120512836	0.3132536	-0.24337783	-0.17573963	0.3465319	-0.13629067	0.5725048	-0.3804938	-0.407087	0.16914439	0.4508793	0.4042816	0.105922654	0.48652068	0.34613606	-0.6508078	1.0476121	-0.2584612	0.24845292	0.2295722	-0.5277552	-0.33375117	-0.020992203	-0.24925762	-0.018746434	-0.16708162	0.14156552	-0.36142883	-0.4237133	-0.43419036	-0.21644078	0.2821732	0.09406889	-0.22993866	-0.067648225	0.38828063	-0.23908357	-0.116228834	0.010733147	-0.28836778	-0.08539463	0.3079051	-0.07279519	-0.21550953	-0.8833915	-0.63258415	0.036366984	-0.18180808	-0.077878594	-0.23651794	-0.32277653	-0.57960796	0.123484835	0.35878432	0.3385096	0.05323121	0.020472983	0.2276994	-0.19908413	0.36136198	-0.31944102	0.78004414	-0.0838598	0.070026755	0.2790456	0.27830446	0.13538955	-0.35725972	0.198911	0.43479243	0.07922315	0.12402231	-0.053634137	-0.7922711	0.33584097	-0.4302794	-0.3454326	0.46915618	0.29860827	0.19894072	-0.26579937	-0.24901296	0.3531817	-0.005387727	0.22497667	0.6758338	0.5459589	-0.08559534	-0.21256635	0.041439738	-0.30099657	-0.036294147	0.18775009	0.42465526	-0.34779373	0.3435696	0.10637502	0.0033893446	-0.59537196	0.54305375	0.0
GSM6249749	0.6328319	-0.4946217	0.5269566	-0.4212454	0.4630079	0.022635354	-0.1678376	0.067018546	0.0070612193	0.22899374	-0.2751466	-0.16843769	0.65608406	0.07185997	0.6215924	-0.7055256	-0.49326998	0.68584293	-0.1188768	0.12115919	-0.558052	-0.5238506	-0.3276864	-0.6772742	0.1486129	0.5070537	0.42329273	-0.11528068	0.34984285	-0.14120917	0.15923095	0.19776861	0.019639144	-0.0901966	-0.43561086	0.5869524	0.15242173	0.30177847	0.044874784	-0.32064998	0.27557486	0.9241124	-0.011373694	-0.12117078	0.25233516	0.4394679	-0.13175759	0.36845833	0.8295138	0.559268	-0.5065136	-0.43853337	-0.42028007	0.49613428	0.041154526	0.042685665	0.50163186	-0.054700766	-0.003717395	0.08410872	0.31367332	0.4991734	-0.29649594	-0.85839236	-0.37241235	0.69629264	0.14884238	0.2788323	0.560517	1.3233256	0.02508615	1.201151	0.91812795	-0.42782962	0.20682913	0.43649453	-1.0931915	0.27500752	0.11340619	-0.3887475	0.5485003	-0.51543665	-0.6763232	0.44138563	0.38942504	-0.4422004	0.22559243	-0.02515616	0.018791618	0.24888177	0.051651325	-0.32069603	-0.07917368	0.42116666	-0.16589949	0.82396805	0.260017	-0.83044934	-0.26071683	-0.3812227	0.0
GSM6249751	0.51203096	0.11653417	-0.6034125	0.46280986	-0.2136483	-0.13818008	-0.0013991588	0.51939577	0.53346723	0.23739953	-0.15709355	0.5998461	1.1093373	0.2537625	0.48622072	0.020991962	0.3395661	0.41760668	0.66375536	0.34654018	-0.002791506	-0.14489323	-0.086784914	0.17407207	0.251497	-0.296989	-0.33862534	0.77468485	0.1321963	-0.10030013	-0.9932832	0.3350884	-0.19601107	-0.0091831945	-0.007837248	0.720903	0.040971912	-0.06371475	0.1547422	0.16688353	0.26635373	0.11864137	0.18393068	0.082165875	0.24612185	0.019057866	0.19961981	-0.09452065	-0.24826299	0.061494354	-0.48999286	-0.36650974	0.2690191	0.34125727	-0.35917443	0.20815332	0.07616351	-0.1029697	-0.29969832	0.40939254	-0.06628393	0.37052035	0.18021585	0.3005299	-0.08509571	-0.4575802	-0.27010006	-0.2726523	-0.26382098	0.1879769	0.16250655	0.30343714	-0.20745155	-0.15172738	-0.023579301	0.101860344	0.12659392	0.6821062	-0.13928162	0.3947361	0.6517018	0.28953037	-0.3395384	0.010272907	-0.3003828	0.4855365	-0.016564174	0.06614845	-0.61495274	-0.022917973	0.39580798	-0.24619316	-0.19258577	-0.41527426	-0.5318745	0.12987207	-0.33462867	0.30186325	0.01068226	0.5950122	0.0
GSM6249755	-0.7438669	0.0552726	-1.3672976	-0.7943655	-0.2530722	-0.04778284	-0.33218998	0.15669362	0.30012184	0.17790988	0.81994253	-0.23633242	0.15813574	-0.19139026	-0.81748956	-0.3834035	0.69711274	0.36147425	-0.7572237	-0.09828128	0.0013266661	0.594145	0.8245198	0.07305269	0.40778294	-0.04820219	-0.8095959	-0.017246885	-0.44077235	0.010665677	0.08659766	0.45696187	-0.029483939	1.0459248	-0.60121065	0.24082096	-0.60528487	-0.34329796	1.0252888	0.22808085	-0.6285175	-0.10958078	0.3081112	-0.4629942	-0.8045243	0.28205886	0.12069087	-1.2134786	0.5252205	-0.16750419	0.2850443	-0.26917627	0.34268886	-0.973609	0.028438034	0.32505596	0.8344111	0.4799786	0.3115862	0.009241438	0.53465754	0.07825464	-0.056838028	-0.21667582	0.6177399	0.017885257	0.3492283	0.15747797	-0.3809707	-0.07451327	-0.3421316	0.47644973	-0.13613415	0.29423404	1.0792367	0.32647356	-0.34708843	-0.22763778	-0.46538568	-0.15771441	-0.98274964	0.37631127	0.4764298	0.8490513	-0.11697866	-0.86363935	-0.8681942	0.56288075	0.9244086	-0.017401893	-0.65363765	-0.11753034	0.06302113	-0.6680927	0.42160922	-0.11170954	-0.7658172	-0.5474445	0.72621566	-0.13408092	0.0
GSM6249757	0.11948766	-0.30147874	0.6018372	0.35692474	0.027972441	0.12263337	-0.21539277	-0.064020015	0.43553188	-0.08729103	-0.5028424	0.33951983	-0.28000566	-0.007900694	0.23752826	0.9174068	0.2729814	0.07074176	-0.40843803	-0.6791111	0.005408438	-0.47345403	-0.21849146	-0.3059194	-0.2497642	0.24706095	0.16059496	0.359868	0.05864778	-0.15772927	-0.5477848	0.2565527	-0.24792361	-0.66600114	-0.1118726	-0.07230999	-0.84373045	0.38610575	0.25257704	0.2104301	0.4872155	0.5116895	0.09884694	0.18541467	0.21193214	-0.61274534	-0.899694	0.49054646	-0.21020165	0.70748603	0.50757194	0.9807392	0.24865931	-0.5980735	-0.12433184	-0.025747014	-1.283069	0.31724447	0.45141426	-0.41012263	0.6191513	-0.8103623	0.027285144	0.6528007	-0.22391836	0.35285243	0.64552647	0.22115372	-0.4726421	-0.2539432	-0.6321642	0.032029744	-0.42453295	0.13523853	-0.099292226	0.010830409	1.1095505	-0.05724009	0.41743556	-0.23691837	0.32762125	0.34634176	0.43267506	-0.42556375	-0.19430178	0.703818	0.4220427	-0.5243173	-0.13185398	0.49239165	-0.7877569	0.04638213	-0.48071513	0.34766743	-0.067791	-0.31290877	0.13760555	0.9463992	-0.13686636	0.36523384	1.0
GSM6249761	0.38140532	-0.64248484	-0.6027456	0.20459211	0.08300162	-0.24237134	0.009744458	-0.28289938	-0.24972615	0.95520896	0.43704766	-0.59282315	0.42531195	-0.037009526	0.60935616	0.14186107	0.86636966	1.1003817	0.6251872	0.31501058	-0.69426966	-0.63607866	0.40442747	0.33140576	0.42451853	0.46019933	1.0793301	-0.34891677	0.5860271	-0.05417435	-0.22425672	-0.22785184	-0.27641812	-0.28147104	-0.40430012	0.4074868	-0.45008636	0.2604667	-0.42750922	-0.48153943	-0.6001398	0.78913414	-0.2892008	-0.7259031	-0.06446833	0.18826638	0.23727345	-0.16798404	0.60906124	0.17805563	0.027752442	0.26926988	-0.019104308	-0.2801902	0.40629193	0.62209654	0.2200991	0.64092565	0.20108095	-0.32506195	0.07891865	0.14541861	1.1640171	-0.011910312	-0.6300439	1.2421234	0.020148916	0.19291921	-0.7137241	0.16604283	-0.11624166	-0.4301717	-0.3028046	1.4566265	0.4232817	0.17306466	0.66132796	-0.0012614361	0.058466017	-0.17036836	-0.28599656	0.52412695	0.26410997	0.5037783	0.9463697	0.48910326	0.014149383	0.43675277	0.5938224	0.3226701	0.024512215	-0.96009964	-0.5625726	0.16887031	0.898235	-0.67477757	-1.1359104	-0.68073964	0.0014196149	0.33160082	1.0
GSM6249762	0.44582355	-0.38704735	0.4093227	-0.52380127	-0.25510216	-0.30311695	-0.31345928	-0.29310453	-0.31639883	0.21011135	0.26537487	-0.41040003	-0.43582729	0.32466298	0.28484038	0.2405585	0.4103696	1.0987053	0.29133007	-0.07453436	-1.3501397	0.6083793	-0.34903365	-0.23524284	-0.058933914	-0.36991343	-0.4278641	-0.23469219	-0.6948134	-0.02724805	-0.65832496	-0.19929053	-1.3589078	0.19356123	-1.5459571	-0.13409534	-0.17196393	0.37908432	0.24312225	-0.5947986	-0.4482928	0.5327433	0.048892103	-0.00668364	0.6462892	-0.6311573	0.7604095	0.61124456	0.0090912655	-0.036624447	0.07018758	-0.013664794	-0.80501866	0.7347769	0.37219524	-0.072114415	0.7268468	0.7502483	-0.3509511	-0.34314728	0.042086083	0.76163447	-0.12469286	-0.68726856	-1.5736152	0.8189683	-0.12818564	0.2486532	0.08093039	1.1071775	0.20592457	0.7942757	0.37617832	-0.014824446	0.35710716	0.37628248	-0.7998753	0.27014488	-0.7019665	-0.117570534	0.07338004	-0.26138505	-1.0761522	-0.35249403	0.38302213	0.031049782	-0.32397377	-0.1986935	0.056974	0.10726799	1.2446828	0.09759514	0.030085169	-0.27437466	0.89395964	0.34158894	-0.28511992	-0.30826068	0.36453894	0.21216492	0.0
GSM6249763	-0.20795229	-0.0100276545	-0.87530595	-0.6798447	0.66691935	-0.0007718631	-0.16163693	0.14861344	0.4823434	-0.5647224	0.16987033	0.12610428	-0.115542434	-0.663048	0.7838833	0.30995262	-0.56119174	1.1065447	0.82055956	0.3839541	-0.8668359	0.09969906	0.17396481	0.66154873	-0.25991988	-0.91426116	0.16434658	0.5013777	0.17194614	0.33226743	0.34450462	0.12573738	0.81063724	0.14564136	0.29909146	-0.4444558	-0.63411707	-0.8054512	0.40817225	-0.59270203	-1.3542606	0.1791937	0.20320354	-0.44252747	0.48774764	0.020058215	0.25729203	0.05728598	-0.6152559	-0.14902043	-0.22180416	-0.33556888	-0.54258287	0.03528769	0.18310319	0.5037939	1.3855426	0.75496	0.3673382	-0.37674215	-0.48291296	0.20026979	0.2784133	0.47565427	0.16809678	0.52946997	-0.34362647	1.2083769	-0.11653686	0.278586	0.3911091	0.30339578	-0.07732722	0.1788994	0.106787995	0.4401497	0.20169933	-0.69135654	-0.42606592	0.045220226	-0.289554	0.4706193	0.21500179	0.019154662	0.4196983	-0.86595184	-0.51752466	-0.5338433	0.07566695	-1.338836	-0.4214588	0.40105638	0.20882638	0.06746178	0.48666832	-0.006478933	0.4317694	-0.8249321	-0.45751783	-0.7324961	0.0
GSM6249764	0.16112973	-0.73733	-0.32307845	0.2386095	-0.17224845	0.997814	-0.7133784	0.7536515	-0.43414634	0.5031991	0.72081155	-1.1343046	0.36902842	0.36216614	-0.5135776	0.054766092	0.53429127	0.21218978	0.76636785	0.68366486	0.061663453	-0.46811533	0.5546997	0.38485417	0.8348129	-0.08241535	-0.6050186	0.11611554	-0.52467597	0.09229603	0.05185634	0.28058353	1.3727566	-0.28787172	0.3171781	0.18181647	0.2289225	0.69389385	0.6784978	-1.2992964	-0.61735886	-0.76871455	0.14852609	-0.08987027	-0.65581536	0.13337469	-0.2062229	0.060321983	0.20812277	-0.33305526	-1.2963792	-0.6100263	0.23449562	-0.020802407	-0.48955104	1.2580473	0.24373817	0.39902714	-0.64860815	0.34075558	0.17024711	-0.46254924	-0.11851144	0.3763894	0.25351474	0.9134875	-0.19823752	-0.7193344	0.9258343	-0.79249454	0.072436355	-0.80555445	0.5198696	-0.07681118	-0.5476533	-0.12359781	-0.08226764	0.6436984	0.30105317	-0.08534626	0.1887762	-0.35732433	-0.31296948	0.76152366	0.09750554	-0.7902632	0.01572485	0.32633328	0.45164245	-0.5008471	0.15651868	-0.19442646	-0.50046146	0.42264792	-0.44389516	0.053040437	-0.52413607	-0.83695924	-0.34036446	-0.43721816	1.0
GSM6249765	0.29669085	0.30867225	0.32929224	0.1939194	0.31453538	-0.28956825	1.0051912	-0.6920018	-0.23485875	1.211188	-0.15679756	-0.269178	0.13750839	0.2559313	0.51044846	-0.34851643	0.65900856	-0.13419539	-0.2696734	-0.19210514	0.15298057	-0.47879046	-1.139053	-0.4083337	0.16870682	-0.45820147	-0.5902057	0.17675042	0.19879669	-0.04968007	-0.4593726	0.101417735	-0.48720604	0.1996796	0.29257256	1.441199	-0.2435347	-0.5536307	0.2540933	0.20823696	0.27739292	0.8990358	0.12012721	-0.06649079	0.061956465	-0.22358754	-0.42005384	0.5272878	0.06723766	0.25710043	-0.021764232	-0.44057947	-0.058311746	0.5224606	0.1703225	-0.015028537	-1.3313015	-0.061046917	1.0779085	-0.032354552	0.3500551	0.49672037	0.05119278	-1.2191154	0.025971025	0.323194	0.16995248	0.3075445	0.43091348	0.44666204	0.22547038	0.7784055	-0.08323975	-0.28715256	-0.39332166	1.1786587	0.2852246	-0.09460035	0.2177457	0.24093	-0.20986952	0.43372557	0.33802208	-0.17396513	-0.6373922	0.2596652	0.2562707	0.0044574956	-0.15776406	0.038913004	0.7380266	0.096307874	-0.06332689	0.14197013	-0.47399226	0.05764587	-0.4086353	0.66201687	-0.7843908	0.8661644	1.0
GSM6249767	-0.4274903	0.87403786	-0.1904058	0.04684181	-0.20933357	-0.22016822	0.23643753	-0.06931548	-0.436037	-0.35921	-0.1154409	-0.5869729	-0.8364662	0.11541367	-0.5612634	-0.1455857	-1.0348508	1.3382051	0.33995694	-0.036856886	-0.9782949	0.5367194	0.29465094	-0.2582847	-0.30495262	-0.17833136	0.2520449	0.24997018	-0.38259527	-0.28598687	-0.65557367	-0.03429182	-0.04694292	0.16142787	-0.12108213	-1.0201138	-0.15751791	-0.42672795	-0.27108586	-0.014299252	0.2558757	-0.09501367	-1.1744623	0.6529012	0.56835693	-0.16015756	-0.3932315	0.15888143	0.18177189	-0.2907157	-0.21759467	0.6648801	-1.6095861	0.78622437	0.7798651	0.36571205	0.60009646	0.72696173	-0.05928894	-0.42752004	0.18753651	0.008106415	-0.82224303	-0.15801701	0.0669796	0.06595451	0.64461726	-0.27749267	0.6586661	0.4747988	-0.016914325	-0.26776418	0.70792556	0.42036402	0.6420083	-0.18395323	-0.19676936	-0.5655509	1.3171684	-0.86945885	0.006658928	-0.9297233	-0.061250355	-0.20134021	-0.4209432	-0.43117517	0.46836615	-0.1839063	-0.40290222	-0.4529409	-0.7625502	-0.09821857	0.048431758	-0.47284305	-0.36679962	-0.0074020685	-0.5941985	0.20175833	0.2525471	0.46964884	0.0
GSM6249768	0.09815268	-0.17020553	0.40856597	0.26821324	0.04343574	-1.258629	-0.18864933	0.86573786	-0.59125584	0.8103764	-0.06568556	0.10497446	0.05450689	-0.26272482	-1.4570984	0.3526365	1.3909456	-0.5258727	0.27210745	0.29491973	0.22892393	-0.25807202	-0.45626166	-0.1620814	-0.9539712	0.3156129	-0.57458	0.08757608	-0.4909875	-0.098894954	-0.7644165	-0.44777015	0.3115561	-0.15654969	-0.1994189	-0.2839501	-0.6290716	0.32491234	0.19036226	0.7006508	0.6486851	0.58490086	0.44814968	-0.08678273	-0.19132651	-0.4903903	0.033427794	0.504098	0.6374884	0.065629005	0.8275938	0.3403493	-0.1058291	0.09125975	-0.24570033	-0.006085935	0.22290026	0.09584498	0.4264091	0.20699838	0.10457084	-0.8214546	0.30210885	-0.38583753	0.3227711	0.6482774	0.03550655	0.4153673	0.3937476	-0.38039955	-0.57553416	0.541077	0.02318689	0.09174681	0.8879931	-0.008161976	-0.11313243	0.4857294	0.5824869	-0.48035637	-0.98011875	0.004357728	0.39638853	-0.24530604	0.43842986	0.46359128	-0.21771039	0.28770557	-0.19574131	-0.05563084	-0.7476101	0.7267811	-0.8555994	0.707587	-0.061172865	-0.8967422	1.0393478	-0.09106083	-0.20378534	-0.380605	0.0
GSM6249769	1.5481589	-0.24620305	0.5065971	0.5261175	-0.042840607	-0.038699497	0.33264583	0.23692659	-0.21130238	0.7905427	-0.43829107	-0.12787753	-0.48138443	0.5836177	0.039921906	-0.8986895	0.092995055	0.57211417	0.33872512	0.5941277	-0.15134265	-0.5526887	0.09536492	-0.7748952	0.6596632	0.106778875	0.3501152	-0.1510648	-0.43574274	0.4405151	-0.2772803	-0.8456114	0.2512736	0.40825757	1.8396769	-0.5767402	-0.049001258	0.20762523	0.6725175	0.42804217	-0.27937075	0.38201007	0.49020696	-0.03693519	-0.38635358	0.78192735	0.16380611	0.04930622	0.4025314	0.29929367	-0.87469953	-0.045563914	-0.37587044	-0.02531006	0.34592828	0.7184269	0.21145125	0.31513813	0.07251068	-0.53984535	0.65208703	-0.1289284	-0.6275906	0.18103157	-0.46118256	0.806659	-0.9666727	-0.28006384	0.36589625	-0.5879599	0.9055234	0.10997935	0.07085057	0.49307215	0.54018426	-0.26190722	-0.6523741	0.27469122	0.8926007	0.18293619	0.101865314	0.43139273	-0.76273507	-0.69751763	-0.564393	-0.43907744	-0.42597896	0.49615225	0.401015	0.59071964	-0.09049995	0.8762413	-0.2626574	-0.067188695	-0.64326346	0.4097641	0.10241723	-0.5948464	-0.6448228	0.920986	0.0
GSM6249771	-0.13917999	0.17891501	-0.151144	0.17491062	-0.4629034	0.25489223	0.73357314	0.46138373	-0.32477048	-0.026888564	0.062096927	0.7308523	0.22103366	1.1001612	-0.584683	0.22840162	-0.41130403	1.1329131	-0.22967046	0.88822466	-0.582031	0.387527	0.02489681	0.6398563	-0.2718103	0.23812813	0.55576724	-1.0940006	0.237828	0.38985762	0.2179718	0.13717487	0.5363086	-0.25628048	0.07040116	-0.50508535	-0.14698385	-0.18214266	-0.50208163	-0.50608325	-0.033153035	-0.44160473	-0.87964374	0.4276403	-0.39108405	0.40751418	-0.16978052	-0.14303316	1.3881513	0.093903325	0.051806618	-0.97734004	0.19648807	0.14016505	0.5293786	0.047221348	-0.4308534	0.19927478	0.22657359	0.4842481	-0.29882637	-0.5425611	-0.6888017	0.09438131	-0.084679484	-1.1026357	-0.59042656	0.21048453	0.25749874	-0.681492	0.2956712	-0.29053944	-0.04492068	0.5745758	-0.6315724	-0.51107955	-0.39242768	-0.11779177	-0.5524178	-0.33095202	0.6849395	-0.7692858	0.25022665	0.5635345	-0.32258263	-0.36595643	0.22429127	-0.08366057	-0.037023045	-0.2379183	-0.03192828	-0.31576395	0.12618858	-0.27424803	0.52742946	1.4983329	-0.81129634	-0.40107393	-0.6246816	0.11484751	0.0
GSM6249772	1.0718235	-0.506509	-0.30010408	0.3210096	1.4601213	-0.2354614	-0.040999018	-0.57203496	-0.42991054	0.3291069	0.016873205	0.34017164	-0.49550676	-0.42078677	-0.5654641	0.12571855	-0.052240312	-0.035981737	0.13691738	-0.14734215	0.32041985	-0.75193864	0.13355982	0.36640593	0.22541268	-0.19103257	-0.7082097	-0.21794926	0.7131626	0.21815394	-0.23993695	0.6379642	0.013508134	-0.5053215	-0.44074526	0.41186416	-0.037110716	0.44663695	-0.112567686	0.4083396	0.80117565	0.018884253	0.3656555	0.3310297	-0.52325135	-0.4513553	0.32541105	-0.29581138	0.16051215	-0.11123872	1.133188	-0.5876227	0.78450197	-0.4119626	-0.68525195	-0.02789763	-0.08719877	-0.14048997	0.3399995	-0.07963908	0.42525294	-0.3983107	0.6409557	-0.35673556	-0.78905886	-0.1551713	-0.5309112	0.6791096	-0.020779427	-1.1326082	0.09730308	-0.5352765	-0.2565098	0.6307665	0.26349276	-0.26515028	-0.07036728	0.7912892	0.6931255	-0.48616838	0.46398196	-0.46133792	-0.23411107	-0.012662713	-0.2543972	-0.059834592	0.6085842	0.17995156	0.12945452	-0.386323	0.49934798	0.16705948	0.44259676	0.028918795	-0.23159854	0.4260431	0.0066221086	0.24501012	-0.22836056	-0.06049204	0.0
GSM6249773	0.09324777	-0.5655695	-0.44101214	0.13305809	1.6264657	-0.22633395	-0.03224418	-1.0549251	0.70173705	0.3170662	0.5986297	-0.6600595	-0.20221671	-1.1614348	-0.65467924	-0.43494236	-0.12669381	0.077459306	-0.3939608	0.88490725	-1.0095423	1.0457618	0.3595532	-0.16115277	-0.48722956	0.8134191	0.31393877	0.32321456	-0.5155939	-0.8918478	0.5061136	0.6794521	-0.3767913	-0.6549531	0.088987075	-0.31587875	-0.6543636	0.53327733	1.5219434	-0.73920023	0.31577212	0.4943432	-0.21184988	0.6176646	-0.6318612	-0.9879338	-0.06037279	0.30315527	0.8606869	-0.6437675	-0.124307744	-0.32821122	-1.5194906	0.042931344	0.84433997	0.96670425	0.4283623	0.83274	-0.2915655	0.093479335	0.8436558	0.116453245	-0.99076307	-0.032324206	-0.12469802	1.1515645	0.42574403	0.26664078	-0.17755869	-0.79286546	0.50532067	-0.48637185	-0.63533247	0.9251344	-0.46055728	-1.1158781	0.16995405	-0.29973167	0.2935875	-0.052412868	0.14671244	0.18349789	0.52799	-0.6714624	-0.3923154	0.25944835	-0.23172238	-0.9976186	-0.4330327	0.24586989	0.14334422	0.64249027	-0.7887989	-0.58730257	0.7045442	0.74792004	0.081290126	0.22915886	-0.07136408	-0.5948514	0.0
GSM6249774	0.23486114	0.05001343	0.3983311	-0.50469875	0.14261809	-0.0207332	-0.19887018	0.27704266	0.20194942	-1.2585399	-0.18602099	0.27383372	-0.20752229	-0.70928127	-0.29426786	0.21629311	-0.46341524	0.12450664	-0.21504357	0.9179105	0.0253641	0.27207962	-1.0694015	-0.57254773	0.27977994	0.30893564	-0.31090704	0.42971188	-0.23069619	-0.4257382	0.443395	0.67982525	0.020805161	0.09228522	-0.4930652	-0.75269556	-0.37344766	-0.24967752	-0.51388115	-0.006095937	0.627737	0.14692044	0.60656166	1.0876689	0.14462149	-0.98987603	0.48202437	0.289285	0.6536302	-0.38348588	0.09078015	0.19519895	-1.106479	0.52652466	0.18597844	-0.19947271	-0.26120913	0.07240825	0.52254045	1.02552	-0.978024	-0.58648914	-0.022068826	1.0377239	-0.32626724	0.105491206	0.18235265	0.56430024	-1.0290362	0.12709936	0.29031172	-0.23926347	0.2342398	0.9255718	0.09678645	-0.03641343	0.22951278	0.20037119	-0.33174023	0.118522316	0.16271578	-0.4561288	0.4014297	0.03523961	-0.33808506	-0.23878156	0.00013340698	-0.41090897	-1.1677495	-0.03769641	-0.67346776	-0.5541419	0.89709884	0.12724836	0.270051	0.67850864	-0.32349354	-0.07187	-0.31197536	-0.42181888	0.0
GSM6249777	0.23202689	0.27919528	0.20956959	0.028968096	-0.42531997	0.97750163	0.109361656	-0.70658314	-0.3587471	-0.5253182	0.37528333	1.423499	-0.006909671	-0.08184003	-0.11386891	0.5541174	0.1599016	-0.14546917	0.4019308	-0.025025912	-0.02268103	-0.03627463	-0.50394505	0.045026522	-0.8950765	-0.5662334	-0.16813204	-1.1592321	-0.69969684	-0.10156218	-0.1341563	0.4949974	0.08990474	0.2015306	-0.18127877	0.6520558	-0.6922909	0.21648036	-0.043870654	-0.08179336	0.6926274	0.2067198	0.51104057	0.06478608	-0.35693562	0.7447879	0.5296271	-0.93412614	0.18738244	0.31233737	-1.1905156	0.06887466	-0.9451457	-0.80358166	-0.065603204	-0.30526423	0.0118318675	-0.25466847	0.43473366	-0.7888023	0.0010280145	-0.30412742	-0.07181289	-1.5735664	0.079925865	-0.037437502	-1.3789119	-0.33985573	-1.017461	-0.8155805	0.3150411	-0.60677516	-0.4140947	-0.77648777	-0.30763125	0.5895356	-1.4331802	-0.71462137	0.39997384	0.52075577	0.8845579	-0.7000728	-0.045702122	-0.85899264	-0.37717053	0.3474224	-0.17446122	-1.00534	0.47208628	0.20639075	-0.64197457	-0.008231434	1.001624	1.1440789	-0.7967936	-0.23164624	-0.11991124	0.025333893	-0.14043178	-0.046955347	0.0
